Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:27
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP   sigma_xx   sigma_yy     tau_xy 
Units                    MPa        MPa        MPa 
    4   491     4  1.6314508 -0.0013051 -0.0003859 
    4   492     1  1.6258681 -0.0015753  0.0008043 
    4   492     2  1.6223211 -0.0026423  0.0008797 
    4   492     3  1.6258636 -0.0014736 -0.0003788 
    4   492     4  1.6223247 -0.0025395 -0.0002879 
    4   493     1  1.6258403 -0.0015062 -0.0005195 
    4   493     2  1.6258333 -0.0015457  0.0006618 
    4   493     3  1.6223120 -0.0025654 -0.0004824 
    4   493     4  1.6222987 -0.0026063  0.0006828 
    4   494     1  1.6279140 -0.0023858 -0.0004720 
    4   494     2  1.6314116 -0.0013356 -0.0005131 
    4   494     3  1.6279101 -0.0024254  0.0006656 
    4   494     4  1.6314112 -0.0013749  0.0006429 
    4   495     1  1.6368520 -0.0011833 -0.0005048 
    4   495     2  1.6368667 -0.0012204  0.0006212 
    4   495     3  1.6334464 -0.0022061 -0.0004578 
    4   495     4  1.6334501 -0.0022456  0.0006463 
    4   496     1  1.6388299 -0.0020310 -0.0004350 
    4   496     2  1.6421543 -0.0010315 -0.0005016 
    4   496     3  1.6388506 -0.0020803  0.0006236 
    4   496     4  1.6422002 -0.0010748  0.0005882 
    4   497     1  1.6390000 -0.0021521  0.0008076 
    4   497     2  1.6389355 -0.0020223 -0.0002667 
    4   497     3  1.6424024 -0.0011226  0.0006808 
    4   497     4  1.6422799 -0.0010076 -0.0004114 
    4   498     1  1.6369772 -0.0012591  0.0007367 
    4   498     2  1.6335289 -0.0022983  0.0008312 
    4   498     3  1.6369263 -0.0011544 -0.0003945 
    4   498     4  1.6335010 -0.0021886 -0.0002828 
    4   499     1  1.6372446 -0.0013120  0.0009831 
    4   499     2  1.6337283 -0.0023882  0.0011838 
    4   499     3  1.6372212 -0.0010665 -0.0001660 
    4   499     4  1.6337241 -0.0021390  0.0000437 
    4   500     1  1.6370686 -0.0011118 -0.0002854 
    4   500     2  1.6371052 -0.0012982  0.0008544 
    4   500     3  1.6336125 -0.0021637 -0.0001179 
    4   500     4  1.6336219 -0.0023562  0.0010105 
    4   501     1  1.6391281 -0.0020066 -0.0001280 
    4   501     2  1.6425715 -0.0009524 -0.0003264 
    4   501     3  1.6391768 -0.0022208  0.0009831 
    4   501     4  1.6426625 -0.0011554  0.0007907 
    4   502     1  1.6393366 -0.0022426  0.0011420 
    4   502     2  1.6393087 -0.0019761  0.0000191 
    4   502     3  1.6428398 -0.0011649  0.0009174 
    4   502     4  1.6427919 -0.0009034 -0.0002086 
    4   503     1  1.6485477 -0.0009733  0.0009119 
    4   503     2  1.6449863 -0.0020681  0.0011378 
    4   503     3  1.6485008 -0.0007475 -0.0002276 
    4   503     4  1.6449229 -0.0018450 -0.0000113 
    4   504     1  1.6479690 -0.0007776 -0.0003965 
    4   504     2  1.6481510 -0.0010606  0.0006608 
    4   504     3  1.6446408 -0.0018149 -0.0001327 
    4   504     4  1.6447364 -0.0021268  0.0009377 
    4   505     1  1.6503823 -0.0018288 -0.0001840 
    4   505     2  1.6543175 -0.0006189 -0.0004349 
    4   505     3  1.6505925 -0.0020389  0.0010928 
    4   505     4  1.6543145 -0.0008702  0.0007413 
    4   506     1  1.6506488 -0.0019406  0.0010938 
    4   506     2  1.6506191 -0.0017252 -0.0000576 
    4   506     3  1.6542574 -0.0008413  0.0009131 
    4   506     4  1.6542769 -0.0006093 -0.0002486 
    4   507     1  1.6499462 -0.0019302  0.0007860 
    4   507     2  1.6495573 -0.0014990 -0.0000405 
    4   507     3  1.6531532 -0.0008126  0.0002716 
    4   507     4  1.6521344 -0.0006031 -0.0004504 
    4   508     1  1.6478404 -0.0009757  0.0006096 
    4   508     2  1.6444457 -0.0020142  0.0008033 
    4   508     3  1.6475448 -0.0008728 -0.0004484 
    4   508     4  1.6442773 -0.0018752 -0.0002459 
    4   509     1  1.6470738 -0.0008892 -0.0005189 
    4   509     2  1.6472449 -0.0009910  0.0004922 
    4   509     3  1.6440256 -0.0018150 -0.0003815 
    4   509     4  1.6440797 -0.0019439  0.0005782 
    4   510     1  1.6487112 -0.0015943 -0.0001951 
    4   510     2  1.6510222 -0.0008598 -0.0004284 
    4   510     3  1.6488679 -0.0017486  0.0005066 
    4   510     4  1.6513402 -0.0009946  0.0003689 
    4   511     1  1.6552769 -0.0012281  0.0002129 
    4   511     2  1.6551900 -0.0016534  0.0004449 
    4   511     3  1.6554485 -0.0007920  0.0004649 
    4   511     4  1.6553382 -0.0012212  0.0005647 
    4   512     1  1.6544608 -0.0010002 -0.0003549 
    4   512     2  1.6545705 -0.0009606  0.0003575 
    4   512     3  1.6524789 -0.0015930 -0.0001702 
    4   512     4  1.6527472 -0.0015072  0.0003958 
    4   513     1  1.6561429 -0.0013919 -0.0003451 
    4   513     2  1.6581218 -0.0008061 -0.0001821 
    4   513     3  1.6560223 -0.0014593  0.0003572 
    4   513     4  1.6578415 -0.0009152  0.0003842 
    4   514     1  1.6602402 -0.0004443 -0.0003123 
    4   514     2  1.6599771 -0.0005204  0.0009918 
    4   514     3  1.6562806 -0.0016322 -0.0003278 
    4   514     4  1.6562388 -0.0016422  0.0008328 
    4   515     1  1.6625926 -0.0014779 -0.0003351 
    4   515     2  1.6659157 -0.0004801 -0.0002902 
    4   515     3  1.6623664 -0.0014726  0.0006852 
    4   515     4  1.6657717 -0.0004480  0.0007596 
    4   516     1  1.6620355 -0.0016154  0.0009484 
    4   516     2  1.6621235 -0.0014749 -0.0001426 
    4   516     3  1.6655941 -0.0005469  0.0008887 
    4   516     4  1.6656979 -0.0003979 -0.0002379 
    4   517     1  1.6599687 -0.0006614  0.0009107 
    4   517     2  1.6563756 -0.0017449  0.0010150 
    4   517     3  1.6600437 -0.0005034 -0.0002418 
    4   517     4  1.6564010 -0.0016039 -0.0001186 
    4   518     1  1.6605942 -0.0005530  0.0007190 
    4   518     2  1.6573551 -0.0016278  0.0002971 
    4   518     3  1.6610229 -0.0008637 -0.0001365 
    4   518     4  1.6584040 -0.0017228 -0.0004577 
    4   519     1  1.6618308 -0.0007969 -0.0002185 
    4   519     2  1.6616595 -0.0006865  0.0004711 
    4   519     3  1.6595464 -0.0015115 -0.0004158 
    4   519     4  1.6592157 -0.0014284  0.0003571 
    4   520     1  1.6634172 -0.0014940 -0.0004869 
    4   520     2  1.6664332 -0.0005846 -0.0004005 
    4   520     3  1.6632360 -0.0014506  0.0004631 
    4   520     4  1.6663653 -0.0005105  0.0005192 
    4   521     1  1.6626545 -0.0015178  0.0006068 
    4   521     2  1.6629657 -0.0014624 -0.0004040 
    4   521     3  1.6660306 -0.0005027  0.0006843 
    4   521     4  1.6662192 -0.0004844 -0.0003354 
    4   522     1  1.6711426 -0.0004136  0.0008085 
    4   522     2  1.6676838 -0.0014537  0.0008777 
    4   522     3  1.6712035 -0.0003039 -0.0002531 
    4   522     4  1.6677691 -0.0013383 -0.0001664 
    4   523     1  1.6712971 -0.0003254 -0.0003121 
    4   523     2  1.6712156 -0.0003919  0.0007342 
    4   523     3  1.6679128 -0.0013413 -0.0002772 
    4   523     4  1.6677839 -0.0014214  0.0007544 
    4   524     1  1.6732764 -0.0012315 -0.0002548 
    4   524     2  1.6766436 -0.0002182 -0.0003300 
    4   524     3  1.6732150 -0.0013319  0.0007566 
    4   524     4  1.6766187 -0.0003086  0.0006913 
    4   525     1  1.6731661 -0.0013632  0.0008681 
    4   525     2  1.6732179 -0.0012234 -0.0001601 
    4   525     3  1.6766186 -0.0003217  0.0007642 
    4   525     4  1.6766440 -0.0001884 -0.0002753 
    4   526     1  1.6713385 -0.0004013  0.0006408 
    4   526     2  1.6680125 -0.0013990  0.0006365 
    4   526     3  1.6714121 -0.0003683 -0.0003616 
    4   526     4  1.6681458 -0.0013481 -0.0003619 
    4   527     1  1.6714784 -0.0004063 -0.0004411 
    4   527     2  1.6714468 -0.0004151  0.0005388 
    4   527     3  1.6682454 -0.0013762 -0.0004496 
    4   527     4  1.6681888 -0.0013925  0.0005362 
    4   528     1  1.6733723 -0.0012650 -0.0004375 
    4   528     2  1.6766506 -0.0002814 -0.0004524 
    4   528     3  1.6733493 -0.0012881  0.0005424 
    4   528     4  1.6766417 -0.0003003  0.0005330 
    4   529     1  1.6732823 -0.0013085  0.0006495 
    4   529     2  1.6733326 -0.0012472 -0.0003439 
    4   529     3  1.6766291 -0.0003039  0.0006158 
    4   529     4  1.6766456 -0.0002524 -0.0003853 
    4   530     1  1.6819686 -0.0001223 -0.0003540 
    4   530     2  1.6820006 -0.0002244  0.0006487 
    4   530     3  1.6786120 -0.0011355 -0.0002475 
    4   530     4  1.6786051 -0.0012484  0.0007475 
    4   531     1  1.6839494 -0.0010471 -0.0002471 
    4   531     2  1.6873117 -0.0000272 -0.0003903 
    4   531     3  1.6840028 -0.0011744  0.0007372 
    4   531     4  1.6874175 -0.0001394  0.0005969 
    4   532     1  1.6841143 -0.0011963  0.0008254 
    4   532     2  1.6840888 -0.0010251 -0.0001736 
    4   532     3  1.6875586 -0.0001484  0.0006606 
    4   532     4  1.6875033  0.0000141 -0.0003391 
    4   533     1  1.6820870 -0.0002305  0.0007175 
    4   533     2  1.6786402 -0.0012738  0.0008486 
    4   533     3  1.6820713 -0.0000873 -0.0003021 
    4   533     4  1.6786528 -0.0011231 -0.0001644 
    4   534     1  1.6838583 -0.0011256  0.0006318 
    4   534     2  1.6837986 -0.0010483 -0.0003134 
    4   534     3  1.6871664 -0.0001282  0.0005381 
    4   534     4  1.6870430 -0.0000686 -0.0004201 
    4   535     1  1.6819174 -0.0002101  0.0005849 
    4   535     2  1.6785783 -0.0012138  0.0006443 
    4   535     3  1.6818810 -0.0001527 -0.0004019 
    4   535     4  1.6785769 -0.0011466 -0.0003319 
    4   536     1  1.6818267 -0.0001766 -0.0004553 
    4   536     2  1.6818420 -0.0001943  0.0005198 
    4   536     3  1.6785567 -0.0011580 -0.0004266 
    4   536     4  1.6785566 -0.0011800  0.0005350 
    4   537     1  1.6837135 -0.0010491 -0.0004088 
    4   537     2  1.6869358 -0.0000811 -0.0004589 
    4   537     3  1.6837375 -0.0010777  0.0005200 
    4   537     4  1.6869864 -0.0001027  0.0004940 
    4   538     1  1.6917117 -0.0000108 -0.0004739 
    4   538     2  1.6918954 -0.0000631  0.0004148 
    4   538     3  1.6887318 -0.0009126 -0.0003606 
    4   538     4  1.6887989 -0.0009943  0.0004837 
    4   539     1  1.6932969 -0.0007516 -0.0001988 
    4   539     2  1.6955546 -0.0000448 -0.0003966 
    4   539     3  1.6934708 -0.0008433  0.0004203 
    4   539     4  1.6958915 -0.0001083  0.0003072 
    4   540     1  1.6945536 -0.0009517  0.0006305 
    4   540     2  1.6941195 -0.0007095 -0.0000926 
    4   540     3  1.6976457  0.0000822  0.0002120 
    4   540     4  1.6965961  0.0001174 -0.0004254 
    4   541     1  1.6924943 -0.0000244  0.0004753 
    4   541     2  1.6891479 -0.0010415  0.0006335 
    4   541     3  1.6921826  0.0000112 -0.0004620 
    4   541     4  1.6889695 -0.0009672 -0.0002973 
    4   542     1  1.6931865 -0.0000149  0.0006614 
    4   542     2  1.6896556 -0.0010899  0.0008372 
    4   542     3  1.6931158  0.0001182 -0.0003521 
    4   542     4  1.6895801 -0.0009564 -0.0001879 
    4   543     1  1.6925612  0.0000756 -0.0004511 
    4   543     2  1.6927755 -0.0000972  0.0004790 
    4   543     3  1.6893100 -0.0009254 -0.0002393 
    4   543     4  1.6894316 -0.0011285  0.0007039 
    4   544     1  1.6949279 -0.0009856 -0.0002726 
    4   544     2  1.6988098  0.0001976 -0.0004747 
    4   544     3  1.6951854 -0.0010823  0.0008641 
    4   544     4  1.6988677  0.0000558  0.0005691 
    4   545     1  1.6952510 -0.0010526  0.0008116 
    4   545     2  1.6951980 -0.0008981 -0.0002168 
    4   545     3  1.6988400  0.0000366  0.0006562 
    4   545     4  1.6988221  0.0002024 -0.0003777 
    4   546     1  1.7046706  0.0003216 -0.0003942 
    4   546     2  1.7044754  0.0002181  0.0007698 
    4   546     3  1.7007447 -0.0008561 -0.0003748 
    4   546     4  1.7007341 -0.0008993  0.0006611 
    4   547     1  1.7069804 -0.0007453 -0.0004012 
    4   547     2  1.7102848  0.0002457 -0.0004028 
    4   547     3  1.7068269 -0.0007695  0.0005198 
    4   547     4  1.7102575  0.0002598  0.0005378 
    4   548     1  1.7066134 -0.0008918  0.0007016 
    4   548     2  1.7066448 -0.0007562 -0.0002857 
    4   548     3  1.7101985  0.0001873  0.0006114 
    4   548     4  1.7102222  0.0003235 -0.0003977 
    4   549     1  1.7045520  0.0001607  0.0006526 
    4   549     2  1.7009458 -0.0009261  0.0007509 
    4   549     3  1.7045665  0.0002667 -0.0003785 
    4   549     4  1.7009296 -0.0008304 -0.0002685 
    4   550     1  1.7049385  0.0001539  0.0005722 
    4   550     2  1.7017412 -0.0008696  0.0002400 
    4   550     3  1.7053565 -9.89e-006 -0.0001929 
    4   550     4  1.7027886 -0.0008250 -0.0004411 
    4   551     1  1.7060609  0.0000223 -0.0002228 
    4   551     2  1.7058933  0.0000820  0.0003860 
    4   551     3  1.7038230 -0.0006680 -0.0003823 
    4   551     4  1.7034949 -0.0006432  0.0002965 
    4   552     1  1.7075453 -0.0007102 -0.0004294 
    4   552     2  1.7104399  0.0001597 -0.0003804 
    4   552     3  1.7073926 -0.0006994  0.0003843 
    4   552     4  1.7104152  0.0002078  0.0004190 
    4   553     1  1.7069356 -0.0007974  0.0004894 
    4   553     2  1.7071705 -0.0007128 -0.0003987 
    4   553     3  1.7102735  0.0002035  0.0005100 
    4   553     4  1.7103346  0.0002361 -0.0003888 
    4   554     1  1.7005435 -0.0005220 -0.0002959 
    4   554     2  1.7024460  0.0000321 -0.0001757 
    4   554     3  1.7004225 -0.0006260  0.0003103 
    4   554     4  1.7021733 -0.0001044  0.0003162 
    4   555     1  1.6996932 -0.0004022  0.0001685 
    4   555     2  1.6996784 -0.0006756  0.0003340 
    4   555     3  1.6998527 -0.0000971  0.0003650 
    4   555     4  1.6997980 -0.0003804  0.0004314 
    4   556     1  1.6988987 -0.0002136 -0.0003137 
    4   556     2  1.6990270 -0.0001207  0.0003085 
    4   556     3  1.6969797 -0.0007749 -0.0001727 
    4   556     4  1.6972565 -0.0006488  0.0003232 
    4   557     1  1.7159345  0.0003193  0.0005807 
    4   557     2  1.7123502 -0.0007602  0.0006750 
    4   557     3  1.7159206  0.0003838 -0.0004015 
    4   557     4  1.7123474 -0.0006919 -0.0003130 
    4   558     1  1.7155347  0.0003466 -0.0004709 
    4   558     2  1.7156760  0.0002360  0.0004347 
    4   558     3  1.7122499 -0.0006487 -0.0003377 
    4   558     4  1.7122610 -0.0007995  0.0005775 
    4   559     1  1.7178627 -0.0007340 -0.0003419 
    4   559     2  1.7217622  0.0004435 -0.0004744 
    4   559     3  1.7180481 -0.0007759  0.0007561 
    4   559     4  1.7217768  0.0003590  0.0005270 
    4   560     1  1.7180005 -0.0007686  0.0006733 
    4   560     2  1.7180042 -0.0006581 -0.0003185 
    4   560     3  1.7216313  0.0003254  0.0005762 
    4   560     4  1.7216588  0.0004436 -0.0004206 
    4   561     1  1.7175670 -0.0006497  0.0005595 
    4   561     2  1.7171574 -0.0004777 -0.0001442 
    4   561     3  1.7206897  0.0003648  0.0001987 
    4   561     4  1.7196463  0.0003285 -0.0004259 
    4   562     1  1.7155622  0.0002840  0.0004385 
    4   562     2  1.7122276 -0.0007205  0.0005293 
    4   562     3  1.7153298  0.0002766 -0.0004400 
    4   562     4  1.7121745 -0.0006743 -0.0003494 
    4   563     1  1.7149386  0.0002393 -0.0004341 
    4   563     2  1.7150900  0.0002105  0.0003738 
    4   563     3  1.7120561 -0.0006290 -0.0003590 
    4   563     4  1.7120774 -0.0006944  0.0004225 
    4   564     1  1.7164354 -0.0005065 -0.0002058 
    4   564     2  1.7186622  0.0001836 -0.0003773 
    4   564     3  1.7165992 -0.0005728  0.0003770 
    4   564     4  1.7189899  0.0001510  0.0002800 
    4   565     1  1.7227302 -0.0001463  0.0001517 
    4   565     2  1.7226787 -0.0003767  0.0003023 
    4   565     3  1.7228187  0.0000903  0.0003092 
    4   565     4  1.7227571 -0.0001419  0.0003752 
    4   566     1  1.7219305  9.09e-006 -0.0002886 
    4   566     2  1.7220541  0.0001171  0.0002901 
    4   566     3  1.7200480 -0.0005373 -0.0001710 
    4   566     4  1.7203176 -0.0003998  0.0002938 
    4   567     1  1.7235580 -0.0002736 -0.0002851 
    4   567     2  1.7254458  0.0002726 -0.0001775 
    4   567     3  1.7234268 -0.0003933  0.0002901 
    4   567     4  1.7251672  0.0001244  0.0002884 
    4   568     1  1.7276053  0.0005339 -0.0004082 
    4   568     2  1.7273663  0.0004415  0.0006992 
    4   568     3  1.7236863 -0.0006413 -0.0004237 
    4   568     4  1.7236267 -0.0006777  0.0005673 
    4   569     1  1.7299209 -0.0005572 -0.0004486 
    4   569     2  1.7332247  0.0004342 -0.0004215 
    4   569     3  1.7297350 -0.0005720  0.0004346 
    4   569     4  1.7331655  0.0004581  0.0004782 
    4   570     1  1.7294416 -0.0006793  0.0005839 
    4   570     2  1.7295047 -0.0005770 -0.0003700 
    4   570     3  1.7330454  0.0004023  0.0005360 
    4   570     4  1.7330985  0.0005033 -0.0004367 
    4   571     1  1.7273785  0.0004172  0.0005774 
    4   571     2  1.7237440 -0.0006742  0.0006238 
    4   571     3  1.7274261  0.0004781 -0.0004141 
    4   571     4  1.7237677 -0.0006209 -0.0003589 
    4   572     1  1.7278832  0.0003461  0.0005221 
    4   572     2  1.7247430 -0.0006533  0.0002096 
    4   572     3  1.7283285  0.0002359 -0.0001918 
    4   572     4  1.7258121 -0.0005605 -0.0004286 
    4   573     1  1.7290568  0.0002479 -0.0002188 
    4   573     2  1.7288795  0.0002903  0.0003596 
    4   573     3  1.7268250 -0.0004387 -0.0003721 
    4   573     4  1.7264854 -0.0004330  0.0002755 
    4   574     1  1.7305457 -0.0005125 -0.0004223 
    4   574     2  1.7334522  0.0003612 -0.0003700 
    4   574     3  1.7303817 -0.0005096  0.0003605 
    4   574     4  1.7334165  0.0004014  0.0003953 
    4   575     1  1.7298815 -0.0006054  0.0004306 
    4   575     2  1.7301418 -0.0005259 -0.0004246 
    4   575     3  1.7332372  0.0004012  0.0004655 
    4   575     4  1.7333225  0.0004282 -0.0003973 
    4   576     1  1.7180484 -0.0006403 -0.0002790 
    4   576     2  1.7216579  0.0004485 -0.0003863 
    4   576     3  1.7180323 -0.0007475  0.0007027 
    4   576     4  1.7216329  0.0003379  0.0006013 
    4   577     1  1.7180356 -0.0007696  0.0007512 
    4   577     2  1.7180579 -0.0006309 -0.0002243 
    4   577     3  1.7216262  0.0003158  0.0006252 
    4   577     4  1.7216541  0.0004570 -0.0003569 
    4   578     1  1.7159507  0.0002602  0.0006588 
    4   578     2  1.7123639 -0.0008256  0.0007958 
    4   578     3  1.7159726  0.0004107 -0.0003323 
    4   578     4  1.7123800 -0.0006778 -0.0001882 
    4   579     1  1.7159549  0.0003977 -0.0003698 
    4   579     2  1.7159362  0.0002668  0.0006263 
    4   579     3  1.7123547 -0.0006902 -0.0002466 
    4   579     4  1.7123401 -0.0008190  0.0007427 
    4   580     1  1.7273153  0.0003760  0.0006022 
    4   580     2  1.7237155 -0.0007093  0.0007043 
    4   580     3  1.7273435  0.0004909 -0.0003727 
    4   580     4  1.7237385 -0.0005965 -0.0002648 
    4   581     1  1.7273606  0.0004827 -0.0004001 
    4   581     2  1.7273255  0.0003771  0.0005806 
    4   581     3  1.7237452 -0.0006063 -0.0003083 
    4   581     4  1.7237172 -0.0007090  0.0006650 
    4   582     1  1.7294546 -0.0005703 -0.0003351 
    4   582     2  1.7330717  0.0005178 -0.0004118 
    4   582     3  1.7294228 -0.0006540  0.0006322 
    4   582     4  1.7330365  0.0004327  0.0005614 
    4   583     1  1.7294010 -0.0006693  0.0006679 
    4   583     2  1.7294298 -0.0005626 -0.0002950 
    4   583     3  1.7330074  0.0004171  0.0005749 
    4   583     4  1.7330405  0.0005257 -0.0003942 
    4   584     1  1.7294207 -0.0005568 -0.0002614 
    4   584     2  1.7330216  0.0005303 -0.0003769 
    4   584     3  1.7294008 -0.0006762  0.0007033 
    4   584     4  1.7329963  0.0004087  0.0005928 
    4   585     1  1.7294103 -0.0006834  0.0007352 
    4   585     2  1.7294257 -0.0005494 -0.0002240 
    4   585     3  1.7329964  0.0004008  0.0006081 
    4   585     4  1.7330171  0.0005371 -0.0003567 
    4   586     1  1.7273316  0.0003570  0.0006464 
    4   586     2  1.7237493 -0.0007278  0.0007862 
    4   586     3  1.7273474  0.0005045 -0.0003236 
    4   586     4  1.7237598 -0.0005826 -0.0001784 
    4   587     1  1.7273365  0.0004981 -0.0003500 
    4   587     2  1.7273165  0.0003665  0.0006260 
    4   587     3  1.7237403 -0.0005891 -0.0002227 
    4   587     4  1.7237251 -0.0007185  0.0007472 
    4   588     1  1.7180736 -0.0006216 -0.0001759 
    4   588     2  1.7216602  0.0004665 -0.0003287 
    4   588     3  1.7180608 -0.0007765  0.0008009 
    4   588     4  1.7216406  0.0003084  0.0006549 
    4   589     1  1.7180980 -0.0007868  0.0008469 
    4   589     2  1.7181089 -0.0006114 -0.0001233 
    4   589     3  1.7216671  0.0002986  0.0006791 
    4   589     4  1.7216836  0.0004769 -0.0002981 
    4   590     1  1.7160210  0.0002412  0.0007219 
    4   590     2  1.7124563 -0.0008452  0.0009026 
    4   590     3  1.7160321  0.0004323 -0.0002638 
    4   590     4  1.7124614 -0.0006573 -0.0000756 
    4   591     1  1.7159928  0.0004195 -0.0002992 
    4   591     2  1.7159795  0.0002490  0.0006919 
    4   591     3  1.7124119 -0.0006689 -0.0001335 
    4   591     4  1.7124032 -0.0008370  0.0008511 
    4   592     1  1.7181637 -0.0006039 -0.0000776 
    4   592     2  1.7217220  0.0004835 -0.0002729 
    4   592     3  1.7181812 -0.0007894  0.0008958 
    4   592     4  1.7217295  0.0002934  0.0007084 
    4   593     1  1.7182943 -0.0007976  0.0009396 
    4   593     2  1.7182651 -0.0005965 -0.0000272 
    4   593     3  1.7218240  0.0002842  0.0007309 
    4   593     4  1.7218023  0.0004891 -0.0002429 
    4   594     1  1.7162219  0.0002307  0.0007848 
    4   594     2  1.7126917 -0.0008544  0.0010068 
    4   594     3  1.7161906  0.0004482 -0.0001975 
    4   594     4  1.7126518 -0.0006414  0.0000331 
    4   595     1  1.7160875  0.0004365 -0.0002320 
    4   595     2  1.7161067  0.0002361  0.0007563 
    4   595     3  1.7125334 -0.0006522 -0.0000245 
    4   595     4  1.7125572 -0.0008499  0.0009569 
    4   596     1  1.7274499  0.0003472  0.0006931 
    4   596     2  1.7238990 -0.0007332  0.0008633 
    4   596     3  1.7274308  0.0005118 -0.0002755 
    4   596     4  1.7238706 -0.0005724 -0.0000994 
    4   597     1  1.7273710  0.0005066 -0.0003016 
    4   597     2  1.7273779  0.0003531  0.0006725 
    4   597     3  1.7237963 -0.0005790 -0.0001418 
    4   597     4  1.7238093 -0.0007298  0.0008267 
    4   598     1  1.7294480 -0.0005450 -0.0001934 
    4   598     2  1.7330255  0.0005395 -0.0003404 
    4   598     3  1.7294529 -0.0006863  0.0007705 
    4   598     4  1.7330213  0.0003947  0.0006287 
    4   599     1  1.7295163 -0.0006891  0.0008012 
    4   599     2  1.7295013 -0.0005356 -0.0001559 
    4   599     3  1.7330647  0.0003884  0.0006433 
    4   599     4  1.7330605  0.0005462 -0.0003202 
    4   600     1  1.7295855 -0.0005333 -0.0001270 
    4   600     2  1.7331164  0.0005422 -0.0003027 
    4   600     3  1.7296344 -0.0006871  0.0008340 
    4   600     4  1.7331491  0.0003827  0.0006634 
    4   601     1  1.7297830 -0.0006838  0.0008608 
    4   601     2  1.7297175 -0.0005231 -0.0000893 
    4   601     3  1.7332595  0.0003771  0.0006777 
    4   601     4  1.7332135  0.0005446 -0.0002785 
    4   602     1  1.7277375  0.0003369  0.0007316 
    4   602     2  1.7242606 -0.0007282  0.0009346 
    4   602     3  1.7276622  0.0005129 -0.0002282 
    4   602     4  1.7241664 -0.0005592 -0.0000177 
    4   603     1  1.7275152  0.0005125 -0.0002551 
    4   603     2  1.7275726  0.0003472  0.0007170 
    4   603     3  1.7239832 -0.0005664 -0.0000629 
    4   603     4  1.7240556 -0.0007257  0.0009011 
    4   604     1  1.7184070 -0.0005922  0.0000148 
    4   604     2  1.7219150  0.0004889 -0.0002183 
    4   604     3  1.7184936 -0.0007899  0.0009838 
    4   604     4  1.7219864  0.0002847  0.0007595 
    4   605     1  1.7187439 -0.0007909  0.0010221 
    4   605     2  1.7186339 -0.0005810  0.0000669 
    4   605     3  1.7221979  0.0002779  0.0007758 
    4   605     4  1.7221037  0.0004951 -0.0001897 
    4   606     1  1.7166741  0.0002283  0.0008400 
    4   606     2  1.7132118 -0.0008479  0.0011043 
    4   606     3  1.7165557  0.0004582 -0.0001346 
    4   606     4  1.7130796 -0.0006252  0.0001414 
    4   607     1  1.7163272  0.0004459 -0.0001666 
    4   607     2  1.7164189  0.0002306  0.0008174 
    4   607     3  1.7128207 -0.0006389  0.0000827 
    4   607     4  1.7129196 -0.0008500  0.0010584 
    4   608     1  1.7189377 -0.0005772  0.0001098 
    4   608     2  1.7223441  0.0004864 -0.0001686 
    4   608     3  1.7191415 -0.0007726  0.0010585 
    4   608     4  1.7225200  0.0002791  0.0007943 
    4   609     1  1.7196542 -0.0007691  0.0010862 
    4   609     2  1.7193974 -0.0005682  0.0001653 
    4   609     3  1.7229446  0.0002658  0.0007945 
    4   609     4  1.7227173  0.0004805 -0.0001444 
    4   610     1  1.7175648  0.0002385  0.0008651 
    4   610     2  1.7142155 -0.0008222  0.0011834 
    4   610     3  1.7172858  0.0004670 -0.0000913 
    4   610     4  1.7139244 -0.0006034  0.0002462 
    4   611     1  1.7168435  0.0004531 -0.0001077 
    4   611     2  1.7170614  0.0002344  0.0008621 
    4   611     3  1.7134298 -0.0006193  0.0001915 
    4   611     4  1.7136582 -0.0008313  0.0011490 
    4   612     1  1.7282890  0.0003236  0.0007649 
    4   612     2  1.7249889 -0.0006962  0.0009957 
    4   612     3  1.7281244  0.0004962 -0.0001651 
    4   612     4  1.7247787 -0.0005399  0.0000781 
    4   613     1  1.7278455  0.0005009 -0.0002037 
    4   613     2  1.7279849  0.0003373  0.0007528 
    4   613     3  1.7244101 -0.0005563  0.0000195 
    4   613     4  1.7245778 -0.0007095  0.0009663 
    4   614     1  1.7298951 -0.0005170 -0.0000597 
    4   614     2  1.7333366  0.0005362 -0.0002563 
    4   614     3  1.7300156 -0.0006667  0.0008888 
    4   614     4  1.7334236  0.0003754  0.0006984 
    4   615     1  1.7302825 -0.0006512  0.0009102 
    4   615     2  1.7301457 -0.0004927 -0.0000181 
    4   615     3  1.7336072  0.0003687  0.0007093 
    4   615     4  1.7335152  0.0005417 -0.0002250 
    4   616     1  1.7304048 -0.0004935 -9.99e-006 
    4   616     2  1.7337042  0.0005164 -0.0001990 
    4   616     3  1.7305845 -0.0006229  0.0009150 
    4   616     4  1.7338213  0.0003688  0.0007242 
    4   617     1  1.7308245 -0.0006073  0.0008914 
    4   617     2  1.7306874 -0.0005081 -0.0000222 
    4   617     3  1.7339883  0.0003556  0.0007363 
    4   617     4  1.7339084  0.0004698 -0.0001641 
    4   618     1  1.7290003  0.0003042  0.0007795 
    4   618     2  1.7260214 -0.0006218  0.0010092 
    4   618     3  1.7288323  0.0004669 -0.0000704 
