Výsledky

Výpočtový krok 1

-----------------------------------------------------------------------------
Job: ATENA, Openning output file: 3.11.2010 15:31:27
-----------------------------------------------------------------------------
Output data for request: STRESS
Description: Stress
  Step: 1  Iteration: 2 at Time: 1
-----------------------------------------------------------------------------------------------
Group Elem.    IP   sigma_xx   sigma_yy     tau_xy 
Units                    MPa        MPa        MPa 
    6   147     2  0.5462524 -0.0577082  0.2553937 
    6   147     3  0.5907512 -0.0540869  0.2703086 
    6   147     4  0.5921128 -0.0439358  0.2520893 
    6   148     1  0.5133263 -0.0601975  0.2913251 
    6   148     2  0.4689120 -0.0734363  0.2883615 
    6   148     3  0.5142126 -0.0594054  0.2720588 
    6   148     4  0.4692312 -0.0728581  0.2706996 
    6   149     1  0.5353698 -0.0773881  0.2621977 
    6   149     2  0.5317683 -0.0680044  0.2772835 
    6   149     3  0.4873526 -0.0952348  0.2528264 
    6   149     4  0.4890569 -0.0855848  0.2664360 
    6   150     1  0.5814652 -0.0705617  0.2423248 
    6   150     2  0.6098003 -0.0617407  0.2445536 
    6   150     3  0.5771014 -0.0695104  0.2514982 
    6   150     4  0.6074209 -0.0599073  0.2545325 
    6   151     1  0.6879723 -0.0622380  0.2332977 
    6   151     2  0.6496287 -0.0735120  0.2354017 
    6   151     3  0.6899968 -0.0559069  0.2217504 
    6   151     4  0.6525369 -0.0665467  0.2230594 
    6   152     1  0.7065501 -0.0619359  0.2105902 
    6   152     2  0.7017049 -0.0689622  0.2218890 
    6   152     3  0.6709728 -0.0725709  0.2129206 
    6   152     4  0.6664514 -0.0796131  0.2244200 
    6   153     1  0.7321967 -0.0613468  0.1987302 
    6   153     2  0.7652684 -0.0514989  0.1968994 
    6   153     3  0.7273033 -0.0680833  0.2106863 
    6   153     4  0.7609321 -0.0580116  0.2086963 
    6   154     1  0.7105754 -0.0624018  0.2210049 
    6   154     2  0.7128739 -0.0557429  0.2087106 
    6   154     3  0.7439137 -0.0524885  0.2190014 
    6   154     4  0.7474411 -0.0454203  0.2065440 
    6   155     1  0.6000187 -0.0847273  0.2285782 
    6   155     2  0.6443373 -0.0719287  0.2259213 
    6   155     3  0.6052535 -0.0906536  0.2407760 
    6   155     4  0.6418696 -0.0792757  0.2372290 
    6   156     1  0.5873805 -0.0787109  0.2428087 
    6   156     2  0.5964840 -0.0776444  0.2328357 
    6   156     3  0.6253527 -0.0670287  0.2454206 
    6   156     4  0.6277852 -0.0679021  0.2356761 
    6   157     1  0.5753694 -0.0655448  0.2455224 
    6   157     2  0.5795439 -0.0898967  0.2452695 
    6   157     3  0.5540436 -0.0937363  0.2585631 
    6   157     4  0.5630142 -0.1025494  0.2546692 
    6   158     1  0.7191061 -0.0715204  0.2117327 
    6   158     2  0.6818050 -0.0825482  0.2134206 
    6   158     3  0.7195467 -0.0660168  0.1988237 
    6   158     4  0.6826761 -0.0771084  0.2009507 
    6   159     1  0.7303393 -0.0748378  0.1896220 
    6   159     2  0.7295868 -0.0783364  0.2015813 
    6   159     3  0.6955788 -0.0851142  0.1903486 
    6   159     4  0.6939575 -0.0888483  0.2022484 
    6   160     1  0.7546378 -0.0735447  0.1786564 
    6   160     2  0.7928167 -0.0621506  0.1766737 
    6   160     3  0.7536397 -0.0790759  0.1912659 
    6   160     4  0.7919228 -0.0676560  0.1892902 
    6   161     1  0.7426203 -0.0726101  0.2006654 
    6   161     2  0.7434610 -0.0671543  0.1880659 
    6   161     3  0.7782596 -0.0619604  0.1987927 
    6   161     4  0.7807559 -0.0559747  0.1860215 
    6   162     1  0.6310318 -0.1029649  0.2003580 
    6   162     2  0.6677396 -0.0919245  0.2011473 
    6   162     3  0.6277819 -0.1033910  0.2105290 
    6   162     4  0.6662856 -0.0917646  0.2122092 
    6   163     1  0.6163926 -0.1014834  0.2331806 
    6   163     2  0.6144459 -0.0894566  0.2219369 
    6   163     3  0.6544645 -0.0900704  0.2278468 
    6   163     4  0.6565496 -0.0759337  0.2152154 
    6   164     1  0.5768196 -0.1035120  0.2484338 
    6   164     2  0.5088620 -0.1247406  0.2581796 
    6   164     3  0.5742918 -0.0826644  0.2275397 
    6   164     4  0.5129999 -0.1059229  0.2403693 
    6   165     1  0.5859207 -0.1134469  0.2159872 
    6   165     2  0.5833381 -0.1076781  0.2327403 
    6   165     3  0.5357219 -0.1294372  0.2109837 
    6   165     4  0.5366643 -0.1239591  0.2244403 
    6   166     1  0.6345576 -0.1110895  0.2008992 
    6   166     2  0.6384003 -0.1100511  0.1885209 
    6   166     3  0.6798667 -0.0974893  0.2017715 
    6   166     4  0.6744842 -0.0992129  0.1899881 
    6   167     1  0.6136146 -0.0996453  0.2042576 
    6   167     2  0.6056840 -0.1286857  0.1939720 
    6   167     3  0.6039254 -0.1305051  0.2103998 
    6   167     4  0.6006857 -0.1435011  0.2016114 
    6   168     1  0.6307119 -0.1202061  0.1842581 
    6   168     2  0.6749910 -0.1057178  0.1777324 
    6   168     3  0.6472468 -0.1270328  0.1954076 
    6   168     4  0.6796212 -0.1141895  0.1881380 
    6   169     1  0.6340783 -0.1528174  0.1843939 
    6   169     2  0.6284069 -0.1241238  0.1829141 
    6   169     3  0.6602535 -0.1256111  0.1695813 
    6   169     4  0.6528948 -0.1048222  0.1698903 
    6   170     1  0.5916952 -0.1330343  0.1972024 
    6   170     2  0.5473488 -0.1464539  0.2035763 
    6   170     3  0.5805795 -0.1187161  0.1827862 
    6   170     4  0.5494480 -0.1327902  0.1914752 
    6   171     1  0.5971827 -0.1472257  0.1721612 
    6   171     2  0.5912186 -0.1273716  0.1750350 
    6   171     3  0.5648170 -0.1683798  0.1573393 
    6   171     4  0.5696056 -0.1465847  0.1639369 
    6   172     1  0.7364332 -0.0929963  0.1670890 
    6   172     2  0.7394269 -0.0947976  0.1815508 
    6   172     3  0.6938151 -0.1056504  0.1674461 
    6   172     4  0.6987093 -0.1065898  0.1802896 
    6   173     1  0.7620650 -0.0906319  0.1558732 
    6   173     2  0.7918252 -0.0816991  0.1563078 
    6   173     3  0.7656669 -0.0894046  0.1673455 
    6   173     4  0.7990949 -0.0793713  0.1677955 
    6   174     1  0.7619562 -0.0856891  0.1809273 
    6   174     2  0.7559733 -0.0829280  0.1679788 
    6   174     3  0.8017172 -0.0739147  0.1795394 
    6   174     4  0.7946475 -0.0714064  0.1664281 
    6   175     1  0.7402239 -0.0886313  0.1915181 
    6   175     2  0.7016754 -0.1001216  0.1935896 
    6   175     3  0.7346782 -0.0846932  0.1789808 
    6   175     4  0.6946736 -0.0964354  0.1807126 
    6   176     1  0.7638392 -0.0982527  0.1599278 
    6   176     2  0.7665766 -0.0926904  0.1485153 
    6   176     3  0.7940134 -0.0883856  0.1562953 
    6   176     4  0.7919993 -0.0850010  0.1469364 
    6   177     1  0.7469006 -0.0828693  0.1603565 
    6   177     2  0.7325245 -0.1006461  0.1514087 
    6   177     3  0.7442200 -0.1047329  0.1580993 
    6   177     4  0.7340297 -0.1118925  0.1519294 
    6   178     1  0.7587720 -0.0997837  0.1500706 
    6   178     2  0.7896973 -0.0828073  0.1380510 
    6   178     3  0.7667901 -0.1175018  0.1545771 
    6   178     4  0.7904285 -0.1020565  0.1445388 
    6   179     1  0.7064159 -0.1160891  0.1485377 
    6   179     2  0.6885516 -0.1423436  0.1616115 
    6   179     3  0.7067127 -0.0886657  0.1524154 
    6   179     4  0.6882010 -0.1201064  0.1653205 
    6   180     1  0.6781046 -0.1042519  0.1337483 
    6   180     2  0.6830834 -0.1427873  0.1385247 
    6   180     3  0.6271000 -0.1464570  0.1602603 
    6   180     4  0.6430506 -0.1688793  0.1581192 
    6   181     1  0.7219171 -0.1201517  0.1271706 
    6   181     2  0.7754283 -0.0937134  0.1100627 
    6   181     3  0.7255639 -0.1398635  0.1385872 
    6   181     4  0.7745592 -0.1180324  0.1243128 
    6   182     1  0.7528499 -0.1316717  0.1466977 
    6   182     2  0.7470322 -0.1118483  0.1444964 
    6   182     3  0.7806711 -0.1121506  0.1333355 
    6   182     4  0.7806880 -0.0864424  0.1279576 
    6   183     1  0.8452082 -0.0778310  0.1261872 
    6   183     2  0.8472650 -0.0883931  0.1376504 
    6   183     3  0.8087170 -0.0904474  0.1324480 
    6   183     4  0.8120799 -0.1009838  0.1441334 
    6   184     1  0.8679675 -0.0789552  0.1212857 
    6   184     2  0.9037120 -0.0672008  0.1164241 
    6   184     3  0.8701552 -0.0877524  0.1339160 
    6   184     4  0.9046877 -0.0763394  0.1291416 
    6   185     1  0.8723380 -0.0806783  0.1440930 
    6   185     2  0.8675330 -0.0739949  0.1313182 
    6   185     3  0.9067370 -0.0696245  0.1400925 
    6   185     4  0.9022030 -0.0630906  0.1276696 
    6   186     1  0.8503798 -0.0798686  0.1491705 
    6   186     2  0.8142839 -0.0916120  0.1537565 
    6   186     3  0.8465082 -0.0731515  0.1379438 
    6   186     4  0.8107458 -0.0843449  0.1418389 
    6   187     1  0.8709949 -0.0938830  0.1217185 
    6   187     2  0.8715432 -0.0834323  0.1088952 
    6   187     3  0.9073141 -0.0815877  0.1161492 
    6   187     4  0.9094553 -0.0707259  0.1032408 
    6   188     1  0.8459823 -0.0953060  0.1253937 
    6   188     2  0.8085054 -0.1095073  0.1335483 
    6   188     3  0.8462274 -0.0812079  0.1135769 
    6   188     4  0.8056724 -0.0964806  0.1223215 
    6   189     1  0.8524239 -0.0844580  0.0993101 
    6   189     2  0.8480086 -0.0996035  0.1129882 
    6   189     3  0.8089356 -0.1003679  0.1079269 
    6   189     4  0.8077199 -0.1137521  0.1204120 
    6   190     1  0.8791682 -0.0848526  0.0953996 
    6   190     2  0.9165403 -0.0724189  0.0901730 
    6   190     3  0.8752375 -0.0951398  0.1085209 
    6   190     4  0.9127129 -0.0829567  0.1036787 
    6   191     1  0.8477317 -0.0668151  0.1470070 
    6   191     2  0.8550639 -0.0690885  0.1596887 
    6   191     3  0.8108280 -0.0780085  0.1490613 
    6   191     4  0.8188972 -0.0800876  0.1617869 
    6   192     1  0.8684555 -0.0676773  0.1389733 
    6   192     2  0.9050487 -0.0564257  0.1363244 
    6   192     3  0.8763715 -0.0707771  0.1521488 
    6   192     4  0.9150034 -0.0588864  0.1493217 
    6   193     1  0.8778577 -0.0652100  0.1596673 
    6   193     2  0.8719414 -0.0616775  0.1460261 
    6   193     3  0.9180019 -0.0529020  0.1569274 
    6   193     4  0.9115122 -0.0495855  0.1434308 
    6   194     1  0.8565408 -0.0628528  0.1681350 
    6   194     2  0.8221578 -0.0732783  0.1700644 
    6   194     3  0.8505810 -0.0599537  0.1550424 
    6   194     4  0.8151851 -0.0707009  0.1570704 
    6   195     1  0.8354784 -0.0541564  0.1860862 
    6   195     2  0.8016637 -0.0644526  0.1886042 
    6   195     3  0.8383337 -0.0470800  0.1732118 
    6   195     4  0.8049614 -0.0572153  0.1756434 
    6   196     1  0.8490001 -0.0523879  0.1639365 
    6   196     2  0.8487599 -0.0588585  0.1768063 
    6   196     3  0.8159444 -0.0624684  0.1664571 
    6   196     4  0.8149885 -0.0691669  0.1794008 
    6   197     1  0.8711953 -0.0543416  0.1546140 
    6   197     2  0.9099975 -0.0424266  0.1515137 
    6   197     3  0.8710705 -0.0609281  0.1679373 
    6   197     4  0.9094014 -0.0491680  0.1648953 
    6   198     1  0.8582690 -0.0568414  0.1767148 
    6   198     2  0.8614343 -0.0491193  0.1632821 
    6   198     3  0.8944098 -0.0457388  0.1737417 
    6   198     4  0.8982571 -0.0378337  0.1603048 
    6   199     1  0.8462571 -0.0443956  0.1723436 
    6   199     2  0.8813701 -0.0336426  0.1693684 
    6   199     3  0.8417244 -0.0528331  0.1854791 
    6   199     4  0.8764634 -0.0421831  0.1825148 
    6   200     1  0.8236921 -0.0482806  0.1941241 
    6   200     2  0.8281542 -0.0390646  0.1807220 
    6   200     3  0.8583419 -0.0376298  0.1909278 
    6   200     4  0.8630115 -0.0282811  0.1773924 
    6   201     1  0.8012526 -0.0447621  0.2049754 
    6   201     2  0.7674281 -0.0549781  0.2073145 
    6   201     3  0.8049963 -0.0376261  0.1924052 
    6   201     4  0.7714218 -0.0476622  0.1945130 
    6   202     1  0.8229565 -0.0414773  0.1828869 
    6   202     2  0.8184964 -0.0498463  0.1956906 
    6   202     3  0.7891751 -0.0517371  0.1856384 
    6   202     4  0.7843413 -0.0602248  0.1984818 
    6   203     1  0.9191553 -0.0317973  0.1769837 
    6   203     2  0.8821196 -0.0433027  0.1804198 
    6   203     3  0.9232295 -0.0230856  0.1631514 
    6   203     4  0.8866933 -0.0342871  0.1662724 
    6   204     1  0.9414419 -0.0258143  0.1550398 
    6   204     2  0.9364480 -0.0361005  0.1687752 
    6   204     3  0.9055710 -0.0371249  0.1590025 
    6   204     4  0.8999729 -0.0476908  0.1729398 
    6   205     1  0.9650125 -0.0311775  0.1451587 
    6   205     2  1.0023754 -0.0193485  0.1410912 
    6   205     3  0.9599011 -0.0413302  0.1594806 
    6   205     4  0.9965355 -0.0296539  0.1553669 
    6   206     1  0.9418507 -0.0377170  0.1668290 
    6   206     2  0.9463742 -0.0273550  0.1525842 
    6   206     3  0.9780046 -0.0262320  0.1627400 
    6   206     4  0.9827355 -0.0156903  0.1482966 
    6   207     1  1.0278692 -0.0093278  0.1378710 
    6   207     2  1.0311741 -0.0155682  0.1541781 
    6   207     3  0.9866182 -0.0223080  0.1416652 
    6   207     4  0.9884317 -0.0288018  0.1576168 
    6   208     1  1.0492495 -0.0180584  0.1262971 
    6   208     2  1.0890774 -0.0052779  0.1220453 
    6   208     3  1.0526320 -0.0242442  0.1417764 
    6   208     4  1.0920622 -0.0118956  0.1382300 
    6   209     1  1.0565536 -0.0215451  0.1423848 
    6   209     2  1.0471800 -0.0177458  0.1296264 
    6   209     3  1.0874885 -0.0115253  0.1388522 
    6   209     4  1.0820183 -0.0066441  0.1260172 
    6   210     1  1.0296865 -0.0091132  0.1538587 
    6   210     2  0.9799656 -0.0264744  0.1619267 
    6   210     3  1.0170082  0.0005445  0.1354918 
    6   210     4  0.9728766 -0.0176211  0.1466494 
    6   211     1  1.0409797 -0.0208684  0.1484381 
    6   211     2  1.0021657 -0.0329414  0.1518673 
    6   211     3  1.0447037 -0.0126927  0.1339648 
    6   211     4  1.0062160 -0.0245971  0.1372301 
    6   212     1  1.0645040 -0.0136988  0.1267925 
    6   212     2  1.0593496 -0.0233702  0.1414918 
    6   212     3  1.0270569 -0.0254551  0.1305348 
    6   212     4  1.0211650 -0.0354239  0.1454237 
    6   213     1  1.0887810 -0.0205827  0.1154881 
    6   213     2  1.1272914 -0.0086576  0.1121655 
    6   213     3  1.0837968 -0.0295268  0.1306017 
    6   213     4  1.1216685 -0.0177941  0.1273236 
    6   214     1  1.0648229 -0.0271244  0.1367179 
    6   214     2  1.0684694 -0.0193487  0.1219699 
    6   214     3  1.1019005 -0.0156626  0.1337065 
    6   214     4  1.1059145 -0.0077375  0.1188511 
    6   215     1  1.1518733 -0.0027425  0.1081247 
    6   215     2  1.1529290 -0.0070090  0.1230472 
    6   215     3  1.1110604 -0.0150939  0.1101519 
    6   215     4  1.1137246 -0.0188587  0.1249462 
    6   216     1  1.1744307 -0.0117411  0.0921324 
    6   216     2  1.2136585 -0.0000277  0.0912488 
    6   216     3  1.1753310 -0.0148463  0.1077489 
    6   216     4  1.2144292 -0.0031185  0.1066223 
    6   217     1  1.1602709 -0.0125375  0.1088885 
    6   217     2  1.1584211 -0.0119650  0.0938827 
    6   217     3  1.1973722 -0.0014497  0.1090785 
    6   217     4  1.1968704 -0.0005274  0.0947866 
    6   218     1  1.1395372 -0.0047866  0.1252326 
    6   218     2  1.1037648 -0.0156879  0.1274339 
    6   218     3  1.1376780 -0.0000943  0.1108095 
    6   218     4  1.0996018 -0.0118643  0.1136133 
    6   219     1  1.1671310 -0.0103079  0.1184251 
    6   219     2  1.1270054 -0.0224756  0.1207793 
    6   219     3  1.1702370 -0.0038383  0.1034454 
    6   219     4  1.1306132 -0.0158348  0.1057191 
    6   220     1  1.1915828 -0.0048945  0.0974615 
    6   220     2  1.1869908 -0.0119624  0.1128178 
    6   220     3  1.1528213 -0.0166590  0.0997748 
    6   220     4  1.1476747 -0.0239026  0.1151837 
    6   221     1  1.2167339 -0.0127596  0.0841830 
    6   221     2  1.2556882 -0.0010108  0.0821821 
    6   221     3  1.2121943 -0.0193726  0.0994356 
    6   221     4  1.2502522 -0.0079364  0.0976020 
    6   222     1  1.1918123 -0.0177476  0.1045827 
    6   222     2  1.1947370 -0.0116914  0.0891145 
    6   222     3  1.2299530 -0.0062407  0.1026653 
    6   222     4  1.2330733 -0.0001531  0.0872691 
    6   223     1  0.8545854 -0.1011702  0.0964805 
    6   223     2  0.8104335 -0.1152948  0.1017584 
    6   223     3  0.8551861 -0.0918790  0.0831491 
    6   223     4  0.8103384 -0.1065887  0.0890385 
    6   224     1  0.8647875 -0.0954572  0.0681929 
    6   224     2  0.8575016 -0.1012861  0.0835611 
    6   224     3  0.8182803 -0.1095190  0.0701527 
    6   224     4  0.8130534 -0.1142772  0.0835726 
    6   225     1  0.8981973 -0.0914945  0.0643294 
    6   225     2  0.9365411 -0.0798272  0.0621612 
    6   225     3  0.8918790 -0.0973726  0.0769307 
    6   225     4  0.9313647 -0.0854267  0.0749107 
    6   226     1  0.8836465 -0.0963778  0.0928221 
    6   226     2  0.8848496 -0.0891618  0.0797169 
    6   226     3  0.9219059 -0.0845340  0.0894477 
    6   226     4  0.9261210 -0.0761784  0.0756833 
    6   227     1  0.7293783 -0.1381733  0.0773735 
    6   227     2  0.7845021 -0.1207631  0.0722368 
    6   227     3  0.7232301 -0.1456293  0.0916212 
    6   227     4  0.7787190 -0.1279503  0.0860701 
    6   228     1  0.7236857 -0.1460758  0.1196169 
    6   228     2  0.7212730 -0.1292356  0.1088281 
    6   228     3  0.7737876 -0.1277828  0.1079416 
    6   228     4  0.7751787 -0.1074143  0.0948959 
    6   229     1  0.6683989 -0.1597662  0.1262283 
    6   229     2  0.5888684 -0.1894221  0.1446978 
    6   229     3  0.6663392 -0.1336832  0.1085766 
    6   229     4  0.5945065 -0.1641798  0.1277642 
    6   230     1  0.6725257 -0.1557447  0.0831959 
    6   230     2  0.6663216 -0.1632539  0.1028119 
    6   230     3  0.6030118 -0.1769170  0.0870055 
    6   230     4  0.6007739 -0.1821174  0.1026282 
    6   231     1  0.7184131 -0.1536551  0.0760644 
    6   231     2  0.7200863 -0.1389796  0.0649151 
    6   231     3  0.7737524 -0.1317933  0.0629581 
    6   231     4  0.7575454 -0.1252987  0.0569007 
    6   232     1  0.6889828 -0.1375544  0.0714941 
    6   232     2  0.6662863 -0.1666677  0.0553483 
    6   232     3  0.6861413 -0.1709851  0.0724923 
    6   232     4  0.6711579 -0.1820506  0.0610069 
    6   233     1  0.7034620 -0.1526322  0.0576598 
    6   233     2  0.7351093 -0.1368313  0.0466377 
    6   233     3  0.7140394 -0.1646684  0.0612983 
    6   233     4  0.7407793 -0.1502817  0.0515473 
    6   234     1  0.6518349 -0.1858793  0.0473058 
    6   234     2  0.5968192 -0.2212041  0.0716737 
    6   234     3  0.6515932 -0.1461512  0.0367663 
    6   234     4  0.6067087 -0.1804430  0.0581076 
    6   235     1  0.6442895 -0.1684884  0.0072893 
