          x          y   sigma_xx   sigma_yy   sigma_xy
  1.3750000  0.2389000 -0.3455254 -0.0000061  0.0323086
  1.3750000  0.2269000 -0.2993064  0.0000241  0.0366905
  1.3625000  0.2389000 -0.3504331  0.0000218  0.0323083
  1.3500000  0.2389000 -0.3553978 -0.0000042  0.0323086
  1.3500000  0.2269000 -0.3078589  0.0000305  0.0366904
  1.3625000  0.2270000 -0.3034914  0.0000420  0.0366854
  1.3375000  0.2389000 -0.3603039  0.0000235  0.0323070
  1.3375000  0.2270000 -0.3120397  0.0000447  0.0366820
  1.3250000  0.2389000 -0.3652687 -0.0000040  0.0323078
  1.3250000  0.2269000 -0.3164081  0.0000287  0.0366894
  1.3125000  0.2389000 -0.3701743  0.0000263  0.0323064
  1.3000000  0.2389000 -0.3751401 -0.0000001  0.0323053
  1.3000000  0.2269000 -0.3249600  0.0000380  0.0366867
  1.3125000  0.2270000 -0.3205877  0.0000488  0.0366833
  1.2875000  0.2389000 -0.3800440  0.0000304  0.0323020
  1.2875000  0.2270000 -0.3291353  0.0000547  0.0366764
  1.2750000  0.2389000 -0.3850095  0.0000030  0.0323005
  1.2750000  0.2269000 -0.3335085  0.0000399  0.0366815
  1.2625000  0.2389000 -0.3899125  0.0000369  0.0322963
  1.2500000  0.2389000 -0.3948786  0.0000114  0.0322916
  1.2500000  0.2269000 -0.3420597  0.0000553  0.0366721
  1.2625000  0.2270000 -0.3376825  0.0000636  0.0366725
  1.2375000  0.2389000 -0.3997793  0.0000463  0.0322838
  1.2375000  0.2270000 -0.3462294  0.0000764  0.0366571
  1.2250000  0.2389000 -0.4047446  0.0000207  0.0322769
  1.2250000  0.2269000 -0.3506073  0.0000651  0.0366568
  1.2125000  0.2389000 -0.4096438  0.0000602  0.0322661
  1.2000000  0.2389000 -0.4146090  0.0000379  0.0322535
  1.2000000  0.2269000 -0.3591580  0.0000920  0.0366326
  1.2125000  0.2270000 -0.3547759  0.0000949  0.0366411
  1.1875000  0.2389000 -0.4195051  0.0000796  0.0322361
  1.1875000  0.2270000 -0.3633226  0.0001207  0.0366079
  1.1750000  0.2389000 -0.4244686  0.0000587  0.0322179
  1.1750000  0.2269000 -0.3677057  0.0001165  0.0365962
  1.1625000  0.2389000 -0.4293623  0.0001067  0.0321939
  1.1500000  0.2389000 -0.4343248  0.0000908  0.0321658
  1.1500000  0.2269000 -0.3762581  0.0001625  0.0365433
  1.1625000  0.2270000 -0.3718699  0.0001562  0.0365674
  1.1375000  0.2389000 -0.4392146  0.0001427  0.0321305
  1.1375000  0.2270000 -0.3804192  0.0002029  0.0365009
  1.1250000  0.2389000 -0.4441745  0.0001298  0.0320919
  1.1250000  0.2269000 -0.3848099  0.0002098  0.0364691
  1.1125000  0.2389000 -0.4490614  0.0001896  0.0320448
  1.1000000  0.2389000 -0.4540201  0.0001832  0.0319906
  1.1000000  0.2269000 -0.3933715  0.0002823  0.0363686
  1.1125000  0.2270000 -0.3889729  0.0002631  0.0364178
  1.0875000  0.2389000 -0.4589032  0.0002479  0.0319267
  1.0875000  0.2270000 -0.3975349  0.0003370  0.0362987
  1.0750000  0.2389000 -0.4638604  0.0002449  0.0318568
  1.0750000  0.2269000 -0.4019405  0.0003564  0.0362376
  1.0625000  0.2389000 -0.4687426  0.0003173  0.0317761
  1.0500000  0.2389000 -0.4737019  0.0003196  0.0316868
  1.0500000  0.2269000 -0.4105330  0.0004525  0.0360745
  1.0625000  0.2270000 -0.4061118  0.0004232  0.0361554
  1.0375000  0.2389000 -0.4785857  0.0003938  0.0315871
  1.0375000  0.2270000 -0.4147146  0.0005154  0.0359734
  1.0250000  0.2389000 -0.4835513  0.0003946  0.0314823
  1.0250000  0.2269000 -0.4191551  0.0005367  0.0358839
  1.0125000  0.2389000 -0.4884457  0.0004690  0.0313695
  1.0000000  0.2389000 -0.4934296  0.0004638  0.0312539
  1.0000000  0.2269000 -0.4278367  0.0006140  0.0356818
  1.0125000  0.2270000 -0.4233607  0.0005999  0.0357780
  0.9875000  0.2389000 -0.4983477  0.0005238  0.0311375
  0.9875000  0.2270000 -0.4320773  0.0006486  0.0355783
  0.9750000  0.2389000 -0.5033677  0.0004941  0.0310314
  0.9750000  0.2269000 -0.4366033  0.0006204  0.0355059
  0.9625000  0.2389000 -0.5083363  0.0005219  0.0309398
  0.9500000  0.2389000 -0.5134267  0.0004411  0.0308783
  0.9500000  0.2269000 -0.4455125  0.0005081  0.0354309
  0.9625000  0.2270000 -0.4409057  0.0006088  0.0354443
  0.9375000  0.2389000 -0.5184864  0.0003907  0.0308623
  0.9375000  0.2270000 -0.4499032  0.0003770  0.0354625
  0.9250000  0.2389000 -0.5236980  0.0001942  0.0309219
  0.9250000  0.2269000 -0.4546217  0.0001077  0.0355977
  0.9125000  0.2389000 -0.5289121 -0.0000202  0.0310913
  0.9000000  0.2389000 -0.5342711 -0.0004599  0.0314157
  0.9000000  0.2269000 -0.4639026 -0.0008296  0.0362568
  0.9125000  0.2270000 -0.4591354 -0.0002528  0.0358361
  0.8875000  0.2389000 -0.5396159 -0.0010185  0.0319658
  0.8875000  0.2269000 -0.4684823 -0.0016577  0.0369056
  0.8750000  0.2388000 -0.5453145 -0.0019853  0.0328260
  0.8750000  0.2269000 -0.4732165 -0.0029848  0.0378580
  0.8625000  0.2389000 -0.5508819 -0.0033633  0.0341204
  0.8500000  0.2388000 -0.5567131 -0.0055924  0.0360294
  0.8500000  0.2269000 -0.4825727 -0.0075757  0.0409740
  0.8625000  0.2269000 -0.4779072 -0.0048144  0.0391879
  0.8375000  0.2388000 -0.5622610 -0.0089842  0.0386651
  0.8375000  0.2269000 -0.4866002 -0.0116038  0.0431929
  0.8250000  0.2388000 -0.5674511 -0.0143787  0.0421878
  0.8250000  0.2268000 -0.4897986 -0.0175340  0.0458630
  0.8125000  0.2388000 -0.5712588 -0.0227160  0.0464133
  0.8000000  0.2387000 -0.5727911 -0.0353977  0.0504391
  0.8000000  0.2267000 -0.4913137 -0.0372949  0.0499665
  0.8125000  0.2268000 -0.4914557 -0.0258944  0.0484523
  0.7875000  0.2387000 -0.5707270 -0.0530353  0.0519236
  0.7875000  0.2267000 -0.4888605 -0.0512595  0.0487623
  0.7750000  0.2386000 -0.5660205 -0.0737933  0.0475425
  0.7750000  0.2266000 -0.4853100 -0.0658721  0.0431459
  0.7625000  0.2386000 -0.5613316 -0.0915985  0.0349901
  0.7625000  0.2266000 -0.4825368 -0.0773293  0.0325332
  0.7500000  0.2386000 -0.5608634 -0.0988271  0.0162050
  0.7500000  0.2266000 -0.4828448 -0.0817261  0.0184084
  0.7625000  0.2147000 -0.4053321 -0.0661149  0.0314003
  0.7751000  0.2147000 -0.4071739 -0.0583439  0.0404795
  0.7500000  0.2147000 -0.4057470 -0.0690112  0.0202858
  0.7500000  0.2028000 -0.3295147 -0.0590116  0.0218327
  0.7626000  0.2028000 -0.3291458 -0.0569949  0.0309400
  0.7751000  0.2029000 -0.3305120 -0.0515136  0.0386720
  0.7375000  0.2147000 -0.4089309 -0.0661144  0.0091667
  0.7374000  0.2028000 -0.3320939 -0.0569967  0.0127228
  0.7375000  0.2266000 -0.4867923 -0.0773302  0.0042859
  0.7250000  0.2266000 -0.4938193 -0.0658735 -0.0063271
  0.7249000  0.2147000 -0.4143775 -0.0583505  0.0000730
  0.7249000  0.2029000 -0.3364062 -0.0515133  0.0049725
  0.7375000  0.2386000 -0.5662517 -0.0915975 -0.0025780
  0.7250000  0.2386000 -0.5758666 -0.0737903 -0.0151353
  0.7125000  0.2387000 -0.5854978 -0.0530333 -0.0195468
  0.7000000  0.2387000 -0.5923920 -0.0353892 -0.0180641
  0.7000000  0.2267000 -0.5082073 -0.0373277 -0.0131848
  0.7125000  0.2267000 -0.5015767 -0.0512498 -0.0119747
  0.7124000  0.2148000 -0.4205997 -0.0478417 -0.0058182
  0.6999000  0.2148000 -0.4265511 -0.0370051 -0.0084397
  0.6999000  0.2031000 -0.3467813 -0.0354341 -0.0040201
  0.7124000  0.2030000 -0.3416146 -0.0438140 -0.0006927
  0.6874000  0.2149000 -0.4311169 -0.0273318 -0.0086919
  0.6874000  0.2032000 -0.3511183 -0.0273884 -0.0053843
  0.6875000  0.2268000 -0.5126238 -0.0259374 -0.0116954
  0.6750000  0.2268000 -0.5151773 -0.0175034 -0.0091273
  0.6749000  0.2150000 -0.4342221 -0.0195604 -0.0075756
  0.6749000  0.2032000 -0.3546019 -0.0204533 -0.0053886
  0.6875000  0.2387000 -0.5958528 -0.0226815 -0.0140510
  0.6750000  0.2388000 -0.5968585 -0.0143437 -0.0098403
  0.6624000  0.2150000 -0.4361953 -0.0136674 -0.0058863
  0.6625000  0.2268000 -0.5163600 -0.0116034 -0.0064709
  0.6500000  0.2269000 -0.5165856 -0.0075571 -0.0042572
  0.6500000  0.2151000 -0.4371683 -0.0093040 -0.0042010
  0.6499000  0.2034000 -0.3584581 -0.0105731 -0.0037248
  0.6624000  0.2033000 -0.3569504 -0.0149112 -0.0047067
  0.6625000  0.2388000 -0.5966898 -0.0090297 -0.0063292
  0.6500000  0.2388000 -0.5961117 -0.0055881 -0.0036898
  0.6375000  0.2389000 -0.5952798 -0.0033758 -0.0018092
  0.6375000  0.2269000 -0.5163491 -0.0048181 -0.0024831
  0.6250000  0.2388000 -0.5946573 -0.0019814 -0.0005120
  0.6250000  0.2269000 -0.5159378 -0.0029824 -0.0011533
  0.6125000  0.2389000 -0.5938909 -0.0010149  0.0003514
  0.6000000  0.2389000 -0.5934307 -0.0004612  0.0008916
  0.6000000  0.2269000 -0.5151046 -0.0008024  0.0004306
  0.6125000  0.2269000 -0.5154872 -0.0016545 -0.0002132
  0.5875000  0.2389000 -0.5929947 -0.0000391  0.0012119
  0.5875000  0.2269000 -0.5146623 -0.0002161  0.0008437
  0.5750000  0.2389000 -0.5927397  0.0001921  0.0013843
  0.5750000  0.2269000 -0.5143859  0.0001352  0.0010899
  0.5625000  0.2389000 -0.5925194  0.0003933  0.0014384
  0.5500000  0.2389000 -0.5924032  0.0004382  0.0014272
  0.5500000  0.2269000 -0.5139264  0.0005101  0.0012564
  0.5625000  0.2270000 -0.5140214  0.0003803  0.0012167
  0.5375000  0.2389000 -0.5922426  0.0005266  0.0013653
  0.5375000  0.2270000 -0.5135733  0.0006188  0.0012381
  0.5250000  0.2389000 -0.5922172  0.0004932  0.0012743
  0.5250000  0.2269000 -0.5135690  0.0006285  0.0011814
  0.5125000  0.2389000 -0.5921257  0.0005302  0.0011670
  0.5000000  0.2389000 -0.5921511  0.0004627  0.0010512
  0.5000000  0.2269000 -0.5133534  0.0006224  0.0010053
  0.5125000  0.2270000 -0.5132938  0.0006604  0.0011024
  0.4875000  0.2389000 -0.5920947  0.0004755  0.0009347
  0.4875000  0.2270000 -0.5131261  0.0006124  0.0009023
  0.4750000  0.2389000 -0.5921447  0.0003930  0.0008229
  0.4750000  0.2269000 -0.5132232  0.0005445  0.0008034
  0.4625000  0.2389000 -0.5921060  0.0004011  0.0007174
  0.4500000  0.2389000 -0.5921676  0.0003182  0.0006183
  0.4500000  0.2269000 -0.5131532  0.0004626  0.0006128
  0.4625000  0.2270000 -0.5130292  0.0005292  0.0007077
  0.4375000  0.2389000 -0.5921342  0.0003251  0.0005280
  0.4375000  0.2270000 -0.5129755  0.0004381  0.0005248
  0.4250000  0.2389000 -0.5921981  0.0002430  0.0004484
  0.4250000  0.2269000 -0.5131118  0.0003657  0.0004497
  0.4125000  0.2389000 -0.5921663  0.0002564  0.0003778
  0.4000000  0.2389000 -0.5922302  0.0001816  0.0003145
  0.4000000  0.2269000 -0.5130950  0.0002941  0.0003186
  0.4125000  0.2270000 -0.5129476  0.0003532  0.0003826
  0.3875000  0.2389000 -0.5921957  0.0001987  0.0002593
  0.3875000  0.2270000 -0.5129347  0.0002804  0.0002622
  0.3750000  0.2389000 -0.5922565  0.0001276  0.0002132
  0.3750000  0.2269000 -0.5130846  0.0002205  0.0002181
  0.3625000  0.2389000 -0.5922203  0.0001525  0.0001739
  0.3500000  0.2389000 -0.5922792  0.0000890  0.0001393
  0.3500000  0.2269000 -0.5130850  0.0001760  0.0001439
  0.3625000  0.2270000 -0.5129301  0.0002215  0.0001804
  0.3375000  0.2389000 -0.5922393  0.0001170  0.0001101
  0.3375000  0.2270000 -0.5129299  0.0001758  0.0001126
  0.3250000  0.2389000 -0.5922948  0.0000562  0.0000872
  0.3250000  0.2269000 -0.5130836  0.0001286  0.0000910
  0.3125000  0.2389000 -0.5922534  0.0000906  0.0000683
  0.3000000  0.2389000 -0.5923076  0.0000358  0.0000516
  0.3000000  0.2269000 -0.5130883  0.0001071  0.0000546
  0.3125000  0.2270000 -0.5129316  0.0001417  0.0000735
  0.2875000  0.2389000 -0.5922635  0.0000717  0.0000379
  0.2875000  0.2270000 -0.5129341  0.0001170  0.0000388
  0.2750000  0.2389000 -0.5923152  0.0000179  0.0000282
  0.2750000  0.2269000 -0.5130884  0.0000787  0.0000304
  0.2625000  0.2389000 -0.5922703  0.0000585  0.0000206
  0.2500000  0.2389000 -0.5923216  0.0000091  0.0000134
  0.2500000  0.2269000 -0.5130933  0.0000721  0.0000151
  0.2625000  0.2270000 -0.5129366  0.0000997  0.0000243
  0.2375000  0.2389000 -0.5922748  0.0000497  0.0000077
  0.2375000  0.2270000 -0.5129389  0.0000880  0.0000073
  0.2250000  0.2389000 -0.5923243 -0.0000002  0.0000046
  0.2250000  0.2269000 -0.5130929  0.0000549  0.0000057
  0.2125000  0.2389000 -0.5922777  0.0000439  0.0000025
  0.2000000  0.2389000 -0.5923274 -0.0000026 -0.0000003
  0.2000000  0.2269000 -0.5130970  0.0000565  0.0000005
  0.2125000  0.2270000 -0.5129407  0.0000804  0.0000052
  0.1875000  0.2389000 -0.5922794  0.0000404 -0.0000024
  0.1875000  0.2270000 -0.5129422  0.0000756 -0.0000035
  0.1750000  0.2389000 -0.5923278 -0.0000075 -0.0000026
  0.1750000  0.2269000 -0.5130958  0.0000451 -0.0000022
  0.1625000  0.2389000 -0.5922803  0.0000383 -0.0000025
  0.1500000  0.2389000 -0.5923293 -0.0000070 -0.0000035
  0.1500000  0.2269000 -0.5130992  0.0000507 -0.0000032
  0.1625000  0.2270000 -0.5129433  0.0000728 -0.0000004
  0.1375000  0.2389000 -0.5922808  0.0000371 -0.0000043
  0.1375000  0.2270000 -0.5129441  0.0000712 -0.0000058
  0.1250000  0.2389000 -0.5923288 -0.0000098 -0.0000035
  0.1250000  0.2269000 -0.5130974  0.0000419 -0.0000033
  0.1125000  0.2389000 -0.5922809  0.0000366 -0.0000026
  0.1000000  0.2389000 -0.5923297 -0.0000081 -0.0000030
  0.1000000  0.2269000 -0.5131003  0.0000491 -0.0000029
  0.1125000  0.2270000 -0.5129446  0.0000705 -0.0000007
  0.0875000  0.2389000 -0.5922810  0.0000364 -0.0000034
  0.0875000  0.2270000 -0.5129450  0.0000701 -0.0000051
  0.0750000  0.2389000 -0.5923289 -0.0000103 -0.0000023
  0.0750000  0.2269000 -0.5130982  0.0000412 -0.0000023
  0.0625000  0.2389000 -0.5922809  0.0000363 -0.0000012
  0.0500000  0.2389000 -0.5923297 -0.0000082 -0.0000015
  0.0500000  0.2269000 -0.5131008  0.0000489 -0.0000015
  0.0625000  0.2270000 -0.5129452  0.0000701  0.0000006
  0.0375000  0.2389000 -0.5922809  0.0000363 -0.0000019
  0.0375000  0.2270000 -0.5129454  0.0000701 -0.0000036
  0.0250000  0.2389000 -0.5923288 -0.0000103 -0.0000008
  0.0250000  0.2269000 -0.5130985  0.0000412 -0.0000008
  0.0125000  0.2389000 -0.5922809  0.0000364  0.0000003
  0.0000000  0.2389000 -0.5923296 -0.0000082  0.0000000
  0.0000000  0.2269000 -0.5131010  0.0000489  0.0000000
  0.0125000  0.2270000 -0.5129454  0.0000701  0.0000021
 -0.0125000  0.2389000 -0.5922809  0.0000364 -0.0000003
 -0.0125000  0.2270000 -0.5129454  0.0000701 -0.0000021
 -0.0250000  0.2389000 -0.5923288 -0.0000103  0.0000008
 -0.0250000  0.2269000 -0.5130985  0.0000412  0.0000008
 -0.0375000  0.2389000 -0.5922809  0.0000363  0.0000019
 -0.0500000  0.2389000 -0.5923297 -0.0000082  0.0000015
 -0.0500000  0.2269000 -0.5131008  0.0000489  0.0000015
 -0.0375000  0.2270000 -0.5129454  0.0000701  0.0000036
 -0.0625000  0.2389000 -0.5922809  0.0000363  0.0000012
 -0.0625000  0.2270000 -0.5129452  0.0000701 -0.0000006
 -0.0750000  0.2389000 -0.5923289 -0.0000103  0.0000023
 -0.0750000  0.2269000 -0.5130982  0.0000412  0.0000023
 -0.0875000  0.2389000 -0.5922810  0.0000364  0.0000034
 -0.1000000  0.2389000 -0.5923297 -0.0000081  0.0000030
 -0.1000000  0.2269000 -0.5131003  0.0000491  0.0000029
 -0.0875000  0.2270000 -0.5129450  0.0000701  0.0000051
 -0.1125000  0.2389000 -0.5922809  0.0000366  0.0000026
 -0.1125000  0.2270000 -0.5129446  0.0000705  0.0000007
 -0.1250000  0.2389000 -0.5923288 -0.0000098  0.0000035
 -0.1250000  0.2269000 -0.5130974  0.0000419  0.0000033
 -0.1375000  0.2389000 -0.5922808  0.0000371  0.0000043
 -0.1500000  0.2389000 -0.5923293 -0.0000070  0.0000035
 -0.1500000  0.2269000 -0.5130992  0.0000507  0.0000032
 -0.1375000  0.2270000 -0.5129441  0.0000712  0.0000058
 -0.1625000  0.2389000 -0.5922803  0.0000383  0.0000025
 -0.1625000  0.2270000 -0.5129433  0.0000728  0.0000004
 -0.1750000  0.2389000 -0.5923278 -0.0000075  0.0000026
 -0.1750000  0.2269000 -0.5130958  0.0000451  0.0000022
 -0.1875000  0.2389000 -0.5922794  0.0000404  0.0000024
 -0.2000000  0.2389000 -0.5923274 -0.0000026  0.0000003
 -0.2000000  0.2269000 -0.5130970  0.0000565 -0.0000005
 -0.1875000  0.2270000 -0.5129422  0.0000756  0.0000035
 -0.2125000  0.2389000 -0.5922777  0.0000439 -0.0000025
 -0.2125000  0.2270000 -0.5129407  0.0000804 -0.0000052
 -0.2250000  0.2389000 -0.5923243 -0.0000002 -0.0000046
 -0.2250000  0.2269000 -0.5130929  0.0000549 -0.0000057
 -0.2375000  0.2389000 -0.5922748  0.0000497 -0.0000077
 -0.2500000  0.2389000 -0.5923216  0.0000091 -0.0000134
 -0.2500000  0.2269000 -0.5130933  0.0000721 -0.0000151
 -0.2375000  0.2270000 -0.5129389  0.0000880 -0.0000073
 -0.2625000  0.2389000 -0.5922703  0.0000585 -0.0000206
 -0.2625000  0.2270000 -0.5129366  0.0000997 -0.0000243
 -0.2750000  0.2389000 -0.5923152  0.0000179 -0.0000282
 -0.2750000  0.2269000 -0.5130884  0.0000787 -0.0000304
 -0.2875000  0.2389000 -0.5922635  0.0000717 -0.0000379
 -0.3000000  0.2389000 -0.5923076  0.0000358 -0.0000516
 -0.3000000  0.2269000 -0.5130883  0.0001071 -0.0000546
 -0.2875000  0.2270000 -0.5129341  0.0001170 -0.0000388
 -0.3125000  0.2389000 -0.5922534  0.0000906 -0.0000683
 -0.3125000  0.2270000 -0.5129316  0.0001417 -0.0000735
 -0.3250000  0.2389000 -0.5922948  0.0000562 -0.0000872
 -0.3250000  0.2269000 -0.5130836  0.0001286 -0.0000910
 -0.3375000  0.2389000 -0.5922393  0.0001170 -0.0001101
 -0.3500000  0.2389000 -0.5922792  0.0000890 -0.0001393
 -0.3500000  0.2269000 -0.5130850  0.0001760 -0.0001439
 -0.3375000  0.2270000 -0.5129299  0.0001758 -0.0001126
 -0.3625000  0.2389000 -0.5922203  0.0001525 -0.0001739
 -0.3625000  0.2270000 -0.5129301  0.0002215 -0.0001804
 -0.3750000  0.2389000 -0.5922565  0.0001276 -0.0002132
 -0.3750000  0.2269000 -0.5130846  0.0002205 -0.0002181
 -0.3875000  0.2389000 -0.5921957  0.0001987 -0.0002593
 -0.4000000  0.2389000 -0.5922302  0.0001816 -0.0003145
 -0.4000000  0.2269000 -0.5130950  0.0002941 -0.0003186
 -0.3875000  0.2270000 -0.5129347  0.0002804 -0.0002622
 -0.4125000  0.2389000 -0.5921663  0.0002564 -0.0003778
 -0.4125000  0.2270000 -0.5129476  0.0003532 -0.0003826
 -0.4250000  0.2389000 -0.5921981  0.0002430 -0.0004484
 -0.4250000  0.2269000 -0.5131118  0.0003657 -0.0004497
 -0.4375000  0.2389000 -0.5921342  0.0003251 -0.0005280
 -0.4500000  0.2389000 -0.5921676  0.0003182 -0.0006183
 -0.4500000  0.2269000 -0.5131532  0.0004626 -0.0006128
 -0.4375000  0.2270000 -0.5129754  0.0004381 -0.0005248
 -0.4625000  0.2389000 -0.5921060  0.0004011 -0.0007174
 -0.4625000  0.2270000 -0.5130292  0.0005292 -0.0007077
 -0.4750000  0.2389000 -0.5921447  0.0003930 -0.0008229
 -0.4750000  0.2269000 -0.5132232  0.0005445 -0.0008034
 -0.4875000  0.2389000 -0.5920947  0.0004755 -0.0009348
 -0.5000000  0.2389000 -0.5921510  0.0004627 -0.0010513
 -0.5000000  0.2269000 -0.5133535  0.0006224 -0.0010055
 -0.4875000  0.2270000 -0.5131262  0.0006125 -0.0009023
 -0.5125000  0.2389000 -0.5921254  0.0005298 -0.0011670
 -0.5125000  0.2270000 -0.5132937  0.0006600 -0.0011029
 -0.5250000  0.2389000 -0.5922169  0.0004927 -0.0012738
 -0.5250000  0.2269000 -0.5135680  0.0006268 -0.0011814
 -0.5375000  0.2389000 -0.5922426  0.0005272 -0.0013644
 -0.5500000  0.2389000 -0.5924038  0.0004402 -0.0014268
 -0.5500000  0.2269000 -0.5139260  0.0005149 -0.0012564
 -0.5375000  0.2270000 -0.5135730  0.0006189 -0.0012361
 -0.5625000  0.2389000 -0.5925214  0.0003954 -0.0014422
 -0.5625000  0.2270000 -0.5140214  0.0003859 -0.0012185
 -0.5750000  0.2389000 -0.5928030  0.0001932 -0.0013833
 -0.5750000  0.2269000 -0.5144833  0.0001126 -0.0010894
 -0.5875000  0.2389000 -0.5930764 -0.0000160 -0.0012128
 -0.6000000  0.2389000 -0.5934951 -0.0004599 -0.0008928
 -0.6000000  0.2269000 -0.5152029 -0.0008234 -0.0004295
 -0.5875000  0.2270000 -0.5147045 -0.0002457 -0.0008435
 -0.6125000  0.2389000 -0.5938921 -0.0010151 -0.0003472
 -0.6125000  0.2269000 -0.5154866 -0.0016496  0.0002128
 -0.6250000  0.2388000 -0.5946590 -0.0019861  0.0005077
 -0.6250000  0.2269000 -0.5159363 -0.0029817  0.0011510
 -0.6375000  0.2389000 -0.5952786 -0.0033618  0.0018053
 -0.6500000  0.2388000 -0.5961776 -0.0055926  0.0036975
 -0.6500000  0.2269000 -0.5167527 -0.0075731  0.0042639
 -0.6375000  0.2269000 -0.5163505 -0.0048084  0.0024803
 -0.6625000  0.2388000 -0.5967718 -0.0089804  0.0063242
 -0.6625000  0.2269000 -0.5164871 -0.0115987  0.0064738
 -0.6750000  0.2388000 -0.5970279 -0.0143779  0.0098393
 -0.6750000  0.2268000 -0.5154047 -0.0175296  0.0091258
 -0.6875000  0.2388000 -0.5958978 -0.0227141  0.0140594
 -0.7000000  0.2387000 -0.5924968 -0.0353956  0.0180689
 -0.7000000  0.2267000 -0.5083664 -0.0372933  0.0131946
 -0.6875000  0.2268000 -0.5127826 -0.0258910  0.0117018
 -0.7125000  0.2387000 -0.5854979 -0.0530351  0.0195444
 -0.7125000  0.2267000 -0.5016365 -0.0512565  0.0119736
 -0.7250000  0.2386000 -0.5758640 -0.0737935  0.0151372
 -0.7250000  0.2266000 -0.4938221 -0.0658713  0.0063310
 -0.7375000  0.2386000 -0.5662521 -0.0915975  0.0025781
 -0.7375000  0.2266000 -0.4867923 -0.0773298 -0.0042863
 -0.7500000  0.2386000 -0.5608634 -0.0988271 -0.0162053
 -0.7500000  0.2266000 -0.4828448 -0.0817261 -0.0184087
 -0.7375000  0.2147000 -0.4089299 -0.0661140 -0.0091665
 -0.7249000  0.2147000 -0.4143775 -0.0583446 -0.0000743
 -0.7500000  0.2147000 -0.4057470 -0.0690112 -0.0202856
 -0.7500000  0.2028000 -0.3295147 -0.0590116 -0.0218321
 -0.7374000  0.2028000 -0.3320942 -0.0569963 -0.0127223
 -0.7249000  0.2029000 -0.3364070 -0.0515129 -0.0049756
 -0.7625000  0.2147000 -0.4053331 -0.0661152 -0.0314000
 -0.7626000  0.2028000 -0.3291454 -0.0569952 -0.0309394
 -0.7625000  0.2266000 -0.4825369 -0.0773295 -0.0325336
 -0.7750000  0.2266000 -0.4853078 -0.0658740 -0.0431421
 -0.7751000  0.2147000 -0.4071738 -0.0583497 -0.0404801
 -0.7751000  0.2029000 -0.3305105 -0.0515142 -0.0386750
 -0.7625000  0.2386000 -0.5613314 -0.0915984 -0.0349900
 -0.7750000  0.2386000 -0.5660231 -0.0737899 -0.0475407
 -0.7875000  0.2387000 -0.5707266 -0.0530338 -0.0519250
 -0.8000000  0.2387000 -0.5726905 -0.0353914 -0.0504321
 -0.8000000  0.2267000 -0.4911620 -0.0373298 -0.0499689
 -0.7875000  0.2267000 -0.4887995 -0.0512520 -0.0487668
 -0.7876000  0.2148000 -0.4097839 -0.0478419 -0.0463475
 -0.8001000  0.2148000 -0.4121207 -0.0370054 -0.0489518
 -0.8001000  0.2031000 -0.3349616 -0.0354351 -0.0476256
 -0.7876000  0.2030000 -0.3327612 -0.0438168 -0.0443176
 -0.8126000  0.2149000 -0.4130647 -0.0273325 -0.0491811
 -0.8126000  0.2032000 -0.3363281 -0.0273907 -0.0489686
 -0.8125000  0.2268000 -0.4913058 -0.0259404 -0.0484589
 -0.8250000  0.2268000 -0.4895780 -0.0175068 -0.0458703
 -0.8251000  0.2150000 -0.4125506 -0.0195613 -0.0480531
 -0.8251000  0.2032000 -0.3368332 -0.0204576 -0.0489537
 -0.8125000  0.2387000 -0.5712167 -0.0226841 -0.0464117
 -0.8250000  0.2388000 -0.5672858 -0.0143454 -0.0421915
 -0.8376000  0.2150000 -0.4109007 -0.0136666 -0.0463550
 -0.8375000  0.2268000 -0.4864814 -0.0116083 -0.0432039
 -0.8500000  0.2269000 -0.4824181 -0.0075616 -0.0409697
 -0.8500000  0.2151000 -0.4082461 -0.0093063 -0.0446481
 -0.8501000  0.2034000 -0.3347201 -0.0105735 -0.0472491
 -0.8376000  0.2033000 -0.3361985 -0.0149131 -0.0482519
 -0.8375000  0.2388000 -0.5621836 -0.0090312 -0.0386787
 -0.8500000  0.2388000 -0.5566555 -0.0055884 -0.0360267
 -0.8625000  0.2389000 -0.5508823 -0.0033767 -0.0341229
 -0.8625000  0.2269000 -0.4779055 -0.0048241 -0.0391898
 -0.8750000  0.2388000 -0.5453119 -0.0019819 -0.0328302
 -0.8750000  0.2269000 -0.4732177 -0.0029853 -0.0378597
 -0.8875000  0.2389000 -0.5396155 -0.0010179 -0.0319626
 -0.9000000  0.2389000 -0.5342109 -0.0004598 -0.0314210
 -0.9000000  0.2269000 -0.4638148 -0.0008109 -0.0362547
 -0.8875000  0.2269000 -0.4684827 -0.0016622 -0.0369053
 -0.9125000  0.2389000 -0.5288393 -0.0000408 -0.0311020
 -0.9125000  0.2269000 -0.4590978 -0.0002265 -0.0358414
 -0.9250000  0.2389000 -0.5236446  0.0001920 -0.0309251
 -0.9250000  0.2269000 -0.4545350  0.0001277 -0.0355960
 -0.9375000  0.2389000 -0.5184838  0.0003885 -0.0308657
 -0.9500000  0.2389000 -0.5134260  0.0004392 -0.0308779
 -0.9500000  0.2269000 -0.4455129  0.0005040 -0.0354307
 -0.9375000  0.2270000 -0.4499031  0.0003720 -0.0354632
 -0.9625000  0.2389000 -0.5083363  0.0005213 -0.0309391
