          x          y   sigma_xx   sigma_yy   sigma_xy
 -0.9625000  0.2270000 -0.4409060  0.0006087 -0.0354424
 -0.9750000  0.2389000 -0.5033680  0.0004944 -0.0310310
 -0.9750000  0.2269000 -0.4366042  0.0006219 -0.0355058
 -0.9875000  0.2389000 -0.4983480  0.0005241 -0.0311375
 -1.0000000  0.2389000 -0.4934297  0.0004639 -0.0312540
 -1.0000000  0.2269000 -0.4278366  0.0006139 -0.0356820
 -0.9875000  0.2270000 -0.4320775  0.0006489 -0.0355787
 -1.0125000  0.2389000 -0.4884457  0.0004690 -0.0313695
 -1.0125000  0.2270000 -0.4233606  0.0005999 -0.0357780
 -1.0250000  0.2389000 -0.4835513  0.0003946 -0.0314823
 -1.0250000  0.2269000 -0.4191551  0.0005366 -0.0358839
 -1.0375000  0.2389000 -0.4785857  0.0003938 -0.0315871
 -1.0500000  0.2389000 -0.4737019  0.0003195 -0.0316868
 -1.0500000  0.2269000 -0.4105330  0.0004525 -0.0360745
 -1.0375000  0.2270000 -0.4147146  0.0005153 -0.0359734
 -1.0625000  0.2389000 -0.4687426  0.0003173 -0.0317761
 -1.0625000  0.2270000 -0.4061118  0.0004232 -0.0361553
 -1.0750000  0.2389000 -0.4638604  0.0002449 -0.0318568
 -1.0750000  0.2269000 -0.4019405  0.0003564 -0.0362376
 -1.0875000  0.2389000 -0.4589032  0.0002479 -0.0319267
 -1.1000000  0.2389000 -0.4540202  0.0001832 -0.0319906
 -1.1000000  0.2269000 -0.3933715  0.0002823 -0.0363686
 -1.0875000  0.2270000 -0.3975349  0.0003370 -0.0362987
 -1.1125000  0.2389000 -0.4490614  0.0001896 -0.0320448
 -1.1125000  0.2270000 -0.3889729  0.0002632 -0.0364178
 -1.1250000  0.2389000 -0.4441746  0.0001298 -0.0320919
 -1.1250000  0.2269000 -0.3848100  0.0002098 -0.0364691
 -1.1375000  0.2389000 -0.4392146  0.0001427 -0.0321305
 -1.1500000  0.2389000 -0.4343248  0.0000908 -0.0321658
 -1.1500000  0.2269000 -0.3762581  0.0001625 -0.0365433
 -1.1375000  0.2270000 -0.3804192  0.0002029 -0.0365009
 -1.1625000  0.2389000 -0.4293623  0.0001067 -0.0321939
 -1.1625000  0.2270000 -0.3718699  0.0001562 -0.0365674
 -1.1750000  0.2389000 -0.4244686  0.0000587 -0.0322179
 -1.1750000  0.2269000 -0.3677057  0.0001165 -0.0365962
 -1.1875000  0.2389000 -0.4195051  0.0000797 -0.0322361
 -1.2000000  0.2389000 -0.4146090  0.0000379 -0.0322535
 -1.2000000  0.2269000 -0.3591580  0.0000920 -0.0366326
 -1.1875000  0.2270000 -0.3633226  0.0001207 -0.0366079
 -1.2125000  0.2389000 -0.4096438  0.0000602 -0.0322661
 -1.2125000  0.2270000 -0.3547759  0.0000949 -0.0366411
 -1.2250000  0.2389000 -0.4047446  0.0000207 -0.0322769
 -1.2250000  0.2269000 -0.3506073  0.0000651 -0.0366568
 -1.2375000  0.2389000 -0.3997793  0.0000463 -0.0322838
 -1.2500000  0.2389000 -0.3948786  0.0000114 -0.0322916
 -1.2500000  0.2269000 -0.3420597  0.0000553 -0.0366721
 -1.2375000  0.2270000 -0.3462294  0.0000764 -0.0366571
 -1.2625000  0.2389000 -0.3899125  0.0000369 -0.0322963
 -1.2625000  0.2270000 -0.3376825  0.0000636 -0.0366725
 -1.2750000  0.2389000 -0.3850095  0.0000030 -0.0323005
 -1.2750000  0.2269000 -0.3335085  0.0000399 -0.0366815
 -1.2875000  0.2389000 -0.3800440  0.0000304 -0.0323020
 -1.3000000  0.2389000 -0.3751401 -0.0000001 -0.0323053
 -1.3000000  0.2269000 -0.3249600  0.0000380 -0.0366867
 -1.2875000  0.2270000 -0.3291353  0.0000547 -0.0366764
 -1.3125000  0.2389000 -0.3701743  0.0000263 -0.0323064
 -1.3125000  0.2270000 -0.3205877  0.0000488 -0.0366833
 -1.3250000  0.2389000 -0.3652687 -0.0000040 -0.0323078
 -1.3250000  0.2269000 -0.3164081  0.0000287 -0.0366894
 -1.3375000  0.2389000 -0.3603039  0.0000235 -0.0323070
 -1.3500000  0.2389000 -0.3553978 -0.0000042 -0.0323086
 -1.3500000  0.2269000 -0.3078589  0.0000305 -0.0366904
 -1.3375000  0.2270000 -0.3120397  0.0000447 -0.0366820
 -1.3625000  0.2389000 -0.3504331  0.0000218 -0.0323083
 -1.3625000  0.2270000 -0.3034914  0.0000420 -0.0366854
 -1.3750000  0.2389000 -0.3455254 -0.0000061 -0.0323086
 -1.3750000  0.2269000 -0.2993064  0.0000241 -0.0366905
 -1.3875000  0.2389000 -0.3405619  0.0000206 -0.0323071
 -1.4000000  0.2389000 -0.3356539 -0.0000051 -0.0323081
 -1.4000000  0.2269000 -0.2907566  0.0000272 -0.0366901
 -1.3875000  0.2270000 -0.2949428  0.0000400 -0.0366824
 -1.4125000  0.2389000 -0.3306906  0.0000198 -0.0323074
 -1.4125000  0.2270000 -0.2863941  0.0000385 -0.0366846
 -1.4250000  0.2389000 -0.3257813 -0.0000062 -0.0323075
 -1.4250000  0.2269000 -0.2822039  0.0000219 -0.0366895
 -1.4375000  0.2389000 -0.3208192  0.0000191 -0.0323058
 -1.4500000  0.2389000 -0.3159095 -0.0000050 -0.0323067
 -1.4500000  0.2269000 -0.2736537  0.0000253 -0.0366887
 -1.4375000  0.2270000 -0.2778453  0.0000372 -0.0366812
 -1.4625000  0.2389000 -0.3109479  0.0000185 -0.0323058
 -1.4625000  0.2270000 -0.2692963  0.0000361 -0.0366831
 -1.4750000  0.2389000 -0.3060369 -0.0000059 -0.0323059
 -1.4750000  0.2269000 -0.2651009  0.0000205 -0.0366880
 -1.4875000  0.2389000 -0.3010765  0.0000179 -0.0323043
 -1.5000000  0.2389000 -0.2961652 -0.0000047 -0.0323051
 -1.5000000  0.2269000 -0.2565505  0.0000237 -0.0366872
 -1.4875000  0.2270000 -0.2607473  0.0000348 -0.0366798
 -1.5125000  0.2389000 -0.2912052  0.0000173 -0.0323043
 -1.5125000  0.2270000 -0.2521982  0.0000337 -0.0366815
 -1.5250000  0.2389000 -0.2862926 -0.0000056 -0.0323044
 -1.5250000  0.2269000 -0.2479976  0.0000191 -0.0366865
 -1.5375000  0.2389000 -0.2813338  0.0000166 -0.0323028
 -1.5500000  0.2389000 -0.2764209 -0.0000045 -0.0323036
 -1.5500000  0.2269000 -0.2394470  0.0000220 -0.0366857
 -1.5375000  0.2270000 -0.2436491  0.0000324 -0.0366784
 -1.5625000  0.2389000 -0.2714626  0.0000160 -0.0323027
 -1.5625000  0.2270000 -0.2350998  0.0000313 -0.0366799
 -1.5750000  0.2389000 -0.2665485 -0.0000053 -0.0323029
 -1.5750000  0.2269000 -0.2308940  0.0000177 -0.0366850
 -1.5875000  0.2389000 -0.2615912  0.0000154 -0.0323013
 -1.6000000  0.2389000 -0.2566767 -0.0000042 -0.0323021
 -1.6000000  0.2269000 -0.2223432  0.0000205 -0.0366843
 -1.5875000  0.2270000 -0.2265505  0.0000301 -0.0366770
 -1.6125000  0.2389000 -0.2517199  0.0000150 -0.0323014
 -1.6125000  0.2270000 -0.2180010  0.0000293 -0.0366786
 -1.6250000  0.2389000 -0.2468041 -0.0000045 -0.0323017
 -1.6250000  0.2269000 -0.2137900  0.0000170 -0.0366840
 -1.6375000  0.2389000 -0.2418484  0.0000149 -0.0323005
 -1.6500000  0.2389000 -0.2369320 -0.0000027 -0.0323017
 -1.6500000  0.2269000 -0.2052387  0.0000205 -0.0366841
 -1.6375000  0.2270000 -0.2094514  0.0000288 -0.0366764
 -1.6625000  0.2389000 -0.2319766  0.0000155 -0.0323015
 -1.6625000  0.2270000 -0.2009015  0.0000293 -0.0366789
 -1.6750000  0.2389000 -0.2270589 -0.0000018 -0.0323026
 -1.6750000  0.2269000 -0.1966852  0.0000188 -0.0366852
 -1.6875000  0.2389000 -0.2221043  0.0000169 -0.0323025
 -1.7000000  0.2389000 -0.2171858  0.0000019 -0.0323050
 -1.7000000  0.2269000 -0.1881332  0.0000247 -0.0366878
 -1.6875000  0.2270000 -0.1923514  0.0000309 -0.0366787
 -1.7125000  0.2389000 -0.2122314  0.0000200 -0.0323065
 -1.7125000  0.2270000 -0.1838009  0.0000346 -0.0366844
 -1.7250000  0.2389000 -0.2073113  0.0000059 -0.0323100
 -1.7250000  0.2269000 -0.1795791  0.0000272 -0.0366931
 -1.7375000  0.2389000 -0.2023573  0.0000251 -0.0323127
 -1.7500000  0.2389000 -0.1974359  0.0000139 -0.0323188
 -1.7500000  0.2269000 -0.1710264  0.0000386 -0.0367024
 -1.7375000  0.2270000 -0.1752501  0.0000410 -0.0366898
 -1.7625000  0.2389000 -0.1924816  0.0000334 -0.0323247
 -1.7625000  0.2270000 -0.1666989  0.0000516 -0.0367035
 -1.7750000  0.2389000 -0.1875580  0.0000242 -0.0323337
 -1.7750000  0.2269000 -0.1624716  0.0000496 -0.0367179
 -1.7875000  0.2389000 -0.1826035  0.0000457 -0.0323430
 -1.8000000  0.2389000 -0.1776780  0.0000406 -0.0323570
 -1.8000000  0.2269000 -0.1539184  0.0000716 -0.0367419
 -1.7875000  0.2270000 -0.1581475  0.0000674 -0.0367213
 -1.8125000  0.2389000 -0.1727224  0.0000637 -0.0323722
 -1.8125000  0.2270000 -0.1495960  0.0000904 -0.0367524
 -1.8250000  0.2389000 -0.1677939  0.0000618 -0.0323922
 -1.8250000  0.2269000 -0.1453638  0.0000969 -0.0367781
 -1.8375000  0.2389000 -0.1628371  0.0000882 -0.0324145
 -1.8500000  0.2389000 -0.1579056  0.0000915 -0.0324433
 -1.8500000  0.2269000 -0.1368115  0.0001357 -0.0368301
 -1.8375000  0.2270000 -0.1410452  0.0001219 -0.0367946
 -1.8625000  0.2389000 -0.1529466  0.0001204 -0.0324756
 -1.8625000  0.2270000 -0.1324955  0.0001632 -0.0368576
 -1.8750000  0.2389000 -0.1480109  0.0001278 -0.0325148
 -1.8750000  0.2269000 -0.1282596  0.0001804 -0.0369026
 -1.8875000  0.2389000 -0.1430496  0.0001602 -0.0325584
 -1.9000000  0.2389000 -0.1381097  0.0001723 -0.0326107
 -1.9000000  0.2269000 -0.1197120  0.0002377 -0.0369993
 -1.8875000  0.2270000 -0.1239483  0.0002140 -0.0369405
 -1.9125000  0.2389000 -0.1331452  0.0002060 -0.0326681
 -1.9125000  0.2270000 -0.1154049  0.0002722 -0.0370518
 -1.9250000  0.2389000 -0.1282002  0.0002196 -0.0327339
 -1.9250000  0.2269000 -0.1111680  0.0002960 -0.0371231
 -1.9375000  0.2389000 -0.1232326  0.0002526 -0.0328046
 -1.9500000  0.2389000 -0.1182828  0.0002646 -0.0328834
 -1.9500000  0.2269000 -0.1026317  0.0003525 -0.0372729
 -1.9375000  0.2270000 -0.1068672  0.0003307 -0.0371880
 -1.9625000  0.2389000 -0.1133118  0.0002900 -0.0329654
 -1.9625000  0.2270000 -0.0983370  0.0003767 -0.0373493
 -1.9750000  0.2389000 -0.1083574  0.0002917 -0.0330518
 -1.9750000  0.2269000 -0.0941027  0.0003829 -0.0374407
 -1.9875000  0.2389000 -0.1033844  0.0003004 -0.0331366
 -2.0000000  0.2389000 -0.0984272  0.0002801 -0.0332195
 -2.0000000  0.2269000 -0.0855841  0.0003637 -0.0376067
 -1.9875000  0.2270000 -0.0898159  0.0003863 -0.0375189
 -2.0125000  0.2389000 -0.0934545  0.0002561 -0.0332917
 -2.0125000  0.2270000 -0.0813046  0.0003236 -0.0376719
 -2.0250000  0.2389000 -0.0884982  0.0001949 -0.0333491
 -2.0250000  0.2269000 -0.0770750  0.0002452 -0.0377323
 -2.0375000  0.2389000 -0.0835315  0.0001179 -0.0333801
 -2.0500000  0.2389000 -0.0785842 -0.0000070 -0.0333769
 -2.0500000  0.2269000 -0.0685782 -0.0000268 -0.0377510
 -2.0375000  0.2270000 -0.0728041  0.0001363 -0.0377538
 -2.0625000  0.2389000 -0.0736345 -0.0001631 -0.0333233
 -2.0625000  0.2270000 -0.0643170 -0.0002409 -0.0376839
 -2.0750000  0.2389000 -0.0687115 -0.0003788 -0.0332063
 -2.0750000  0.2269000 -0.0600987 -0.0005268 -0.0375600
 -2.0875000  0.2389000 -0.0638007 -0.0006387 -0.0330056
 -2.1000000  0.2389000 -0.0589216 -0.0009667 -0.0327075
 -2.1000000  0.2269000 -0.0516497 -0.0013156 -0.0370136
 -2.0875000  0.2270000 -0.0558556 -0.0008794 -0.0373353
 -2.1125000  0.2389000 -0.0540806 -0.0013483 -0.0322870
 -2.1125000  0.2269000 -0.0474404 -0.0018327 -0.0365576
 -2.1250000  0.2388000 -0.0493143 -0.0017967 -0.0317212
 -2.1250000  0.2269000 -0.0432758 -0.0024403 -0.0359475
 -2.1375000  0.2389000 -0.0446124 -0.0022917 -0.0309823
 -2.1500000  0.2388000 -0.0400295 -0.0028383 -0.0300754
 -2.1500000  0.2269000 -0.0351442 -0.0038543 -0.0341272
 -2.1375000  0.2269000 -0.0391687 -0.0031134 -0.0351408
 -2.1625000  0.2388000 -0.0355579 -0.0034069 -0.0289603
 -2.1625000  0.2269000 -0.0311872 -0.0046323 -0.0328894
 -2.1750000  0.2388000 -0.0312685 -0.0039897 -0.0276367
 -2.1750000  0.2268000 -0.0273719 -0.0054330 -0.0314202
 -2.1875000  0.2388000 -0.0271725 -0.0045492 -0.0261038
 -2.2000000  0.2387000 -0.0233165 -0.0050683 -0.0243810
 -2.2000000  0.2267000 -0.0202746 -0.0069310 -0.0277609
 -2.1875000  0.2268000 -0.0237188 -0.0062094 -0.0297059
 -2.2125000  0.2387000 -0.0197217 -0.0055093 -0.0224771
 -2.2125000  0.2267000 -0.0170624 -0.0075477 -0.0256003
 -2.2250000  0.2386000 -0.0164347 -0.0058587 -0.0204371
 -2.2250000  0.2266000 -0.0141405 -0.0080363 -0.0232714
 -2.2375000  0.2386000 -0.0134691 -0.0060758 -0.0182821
 -2.2375000  0.2266000 -0.0115237 -0.0083394 -0.0208048
 -2.2500000  0.2386000 -0.0108451 -0.0061573 -0.0160661
 -2.2500000  0.2266000 -0.0092319 -0.0084490 -0.0182671
 -2.2375000  0.2147000 -0.0091790 -0.0108859 -0.0229946
 -2.2249000  0.2147000 -0.0114743 -0.0104744 -0.0257548
 -2.2500000  0.2147000 -0.0072071 -0.0110391 -0.0201502
 -2.2500000  0.2028000 -0.0048501 -0.0138937 -0.0217103
 -2.2374000  0.2028000 -0.0065109 -0.0137020 -0.0248695
 -2.2249000  0.2029000 -0.0084918 -0.0131612 -0.0279181
 -2.2625000  0.2147000 -0.0055601 -0.0109213 -0.0172983
 -2.2626000  0.2028000 -0.0035264 -0.0137401 -0.0185461
 -2.2625000  0.2266000 -0.0072640 -0.0083674 -0.0157288
 -2.2750000  0.2266000 -0.0056201 -0.0080935 -0.0132482
 -2.2751000  0.2147000 -0.0042283 -0.0105416 -0.0145160
 -2.2751000  0.2029000 -0.0025237 -0.0132409 -0.0154748
 -2.2625000  0.2386000 -0.0085626 -0.0060991 -0.0138486
 -2.2750000  0.2386000 -0.0066192 -0.0059027 -0.0116773
 -2.2875000  0.2387000 -0.0049926 -0.0055745 -0.0095953
 -2.3000000  0.2387000 -0.0036666 -0.0051530 -0.0076603
 -2.3000000  0.2267000 -0.0032026 -0.0070474 -0.0086831
 -2.2875000  0.2267000 -0.0042717 -0.0076349 -0.0108771
 -2.2876000  0.2148000 -0.0031810 -0.0099283 -0.0118727
 -2.3001000  0.2148000 -0.0023991 -0.0091405 -0.0094441
 -2.3001000  0.2030000 -0.0013426 -0.0114045 -0.0099286
 -2.2876000  0.2030000 -0.0018087 -0.0124355 -0.0125761
 -2.3126000  0.2149000 -0.0018234 -0.0082051 -0.0072553
 -2.3126000  0.2032000 -0.0010576 -0.0101954 -0.0075714
 -2.3125000  0.2268000 -0.0023658 -0.0063476 -0.0066909
 -2.3250000  0.2268000 -0.0017309 -0.0055820 -0.0049282
 -2.3251000  0.2150000 -0.0014180 -0.0071993 -0.0053402
 -2.3251000  0.2032000 -0.0009144 -0.0089039 -0.0055388
 -2.3125000  0.2387000 -0.0026051 -0.0046538 -0.0058968
 -2.3250000  0.2388000 -0.0017759 -0.0041045 -0.0043259
 -2.3376000  0.2150000 -0.0011376 -0.0061679 -0.0037080
 -2.3375000  0.2268000 -0.0012573 -0.0047959 -0.0034115
 -2.3500000  0.2268000 -0.0009090 -0.0040156 -0.0021323
 -2.3500000  0.2151000 -0.0009429 -0.0051459 -0.0023458
 -2.3501000  0.2033000 -0.0008381 -0.0063059 -0.0024190
 -2.3376000  0.2033000 -0.0008534 -0.0075879 -0.0038239
 -2.3375000  0.2388000 -0.0011459 -0.0035360 -0.0029632
 -2.3500000  0.2388000 -0.0006785 -0.0029654 -0.0018061
 -2.3625000  0.2388000 -0.0003423 -0.0024114 -0.0008501
 -2.3625000  0.2269000 -0.0006566 -0.0032650 -0.0010834
 -2.3750000  0.2388000 -0.0001097 -0.0018917 -0.0000847
 -2.3750000  0.2269000 -0.0004730 -0.0025620 -0.0002483
 -2.3875000  0.2388000  0.0000430 -0.0014105  0.0005056
 -2.4000000  0.2388000  0.0001351 -0.0009689  0.0009369
 -2.4000000  0.2269000 -0.0002379 -0.0013241  0.0008637
 -2.3875000  0.2269000 -0.0003385 -0.0019150  0.0003938
 -2.4125000  0.2388000  0.0001820 -0.0005620  0.0012263
 -2.4125000  0.2268000 -0.0001625 -0.0007858  0.0011818
 -2.4250000  0.2388000  0.0001956 -0.0001828  0.0013878
 -2.4250000  0.2268000 -0.0001058 -0.0002892  0.0013648
 -2.4375000  0.2388000  0.0001831  0.0001770  0.0014341
 -2.4375000  0.2268000 -0.0000635  0.0001763  0.0014281
 -2.4124000  0.2151000 -0.0004358 -0.0010250  0.0011075
 -2.4249000  0.2150000 -0.0003506 -0.0004098  0.0012982
 -2.4249000  0.2032000 -0.0005523 -0.0005317  0.0012055
 -2.4124000  0.2033000 -0.0006548 -0.0012613  0.0010224
 -2.3999000  0.2034000 -0.0007365 -0.0020680  0.0007078
 -2.4000000  0.2151000 -0.0005198 -0.0016988  0.0007813
 -2.4374000  0.2149000 -0.0002669  0.0001639  0.0013710
 -2.4374000  0.2032000 -0.0004373  0.0001451  0.0012753
 -2.4124000  0.1917000 -0.0008396 -0.0014796  0.0009315
 -2.4248000  0.1916000 -0.0007261 -0.0006403  0.0010909
 -2.4248000  0.1801000 -0.0008836 -0.0007284  0.0009592
 -2.4123000  0.1802000 -0.0010077 -0.0016592  0.0008397
 -2.3999000  0.1803000 -0.0010717 -0.0027125  0.0006120
 -2.3999000  0.1918000 -0.0009128 -0.0024145  0.0006506
 -2.4373000  0.1915000 -0.0005844  0.0001291  0.0011478
 -2.4372000  0.1800000 -0.0007185  0.0001202  0.0009926
 -2.4123000  0.1688000 -0.0011734 -0.0017909  0.0007444
 -2.4247000  0.1687000 -0.0010360 -0.0007821  0.0008108
 -2.4246000  0.1574000 -0.0011873 -0.0007978  0.0006435
 -2.4122000  0.1575000 -0.0013448 -0.0018580  0.0006394
 -2.3998000  0.1575000 -0.0014120 -0.0030881  0.0005748
 -2.3999000  0.1689000 -0.0012338 -0.0029444  0.0005897
 -2.4371000  0.1686000 -0.0008469  0.0001247  0.0008116
 -2.4369000  0.1572000 -0.0009724  0.0001449  0.0006072
 -2.4121000  0.1462000 -0.0015242 -0.0018505  0.0005149
 -2.4245000  0.1462000 -0.0013373 -0.0007676  0.0004510
 -2.4244000  0.1350000 -0.0014789 -0.0006841  0.0002270
 -2.4121000  0.1350000 -0.0017053 -0.0017647  0.0003607
 -2.3998000  0.1351000 -0.0018342 -0.0030595  0.0005083
 -2.3998000  0.1463000 -0.0016132 -0.0031305  0.0005539
 -2.4367000  0.1460000 -0.0010911  0.0001860  0.0003746
 -2.4366000  0.1349000 -0.0011958  0.0002528  0.0001152
 -2.4121000  0.1239000 -0.0018735 -0.0015972  0.0001631
 -2.4244000  0.1239000 -0.0015975 -0.0005527 -0.0000358
 -2.4244000  0.1128000 -0.0016756 -0.0003804 -0.0003361
 -2.4121000  0.1127000 -0.0020043 -0.0013581 -0.0000863
 -2.3998000  0.1127000 -0.0022655 -0.0025650  0.0002608
 -2.3997000  0.1239000 -0.0020609 -0.0028675  0.0004168
 -2.4366000  0.1239000 -0.0012764  0.0003423 -0.0001758
 -2.4366000  0.1129000 -0.0013187  0.0004496 -0.0004957
 -2.4121000  0.1016000 -0.0020608 -0.0010608 -0.0003969
 -2.4245000  0.1017000 -0.0016819 -0.0001830 -0.0006753
 -2.4246000  0.0905000 -0.0015817  0.0000161 -0.0010400
 -2.4122000  0.0904000 -0.0019966 -0.0007370 -0.0007610
 -2.3998000  0.0903000 -0.0024153 -0.0016895 -0.0003140
 -2.3998000  0.1015000 -0.0024034 -0.0021607  0.0000193
 -2.4367000  0.1018000 -0.0012990  0.0005590 -0.0008340
 -2.4369000  0.0907000 -0.0011916  0.0006529 -0.0011784
 -2.4123000  0.0791000 -0.0017621 -0.0004174 -0.0011606
 -2.4247000  0.0793000 -0.0013414  0.0001940 -0.0014090
 -2.4248000  0.0680000 -0.0009329  0.0003236 -0.0017463
 -2.4123000  0.0679000 -0.0013100 -0.0001382 -0.0015615
 -2.3999000  0.0678000 -0.0017776 -0.0007302 -0.0011872
 -2.3998000  0.0790000 -0.0022311 -0.0011978 -0.0007251
 -2.4371000  0.0795000 -0.0009765  0.0007113 -0.0015044
 -2.4372000  0.0682000 -0.0006357  0.0007185 -0.0017819
 -2.4124000  0.0566000 -0.0006058  0.0000655 -0.0019043
 -2.4248000  0.0567000 -0.0003386  0.0003857 -0.0020032
 -2.3999000  0.0565000 -0.0009927 -0.0003393 -0.0016348
 -2.4373000  0.0568000 -0.0001634  0.0006673 -0.0019675
 -2.3875000  0.0565000 -0.0015300 -0.0009014 -0.0011309
 -2.3750000  0.0565000 -0.0022499 -0.0017279 -0.0003039
 -2.3750000  0.0677000 -0.0029871 -0.0026962  0.0003807
 -2.3874000  0.0677000 -0.0023397 -0.0015392 -0.0005655
 -2.3625000  0.0565000 -0.0031659 -0.0029796  0.0009662
 -2.3625000  0.0678000 -0.0036780 -0.0043945  0.0017461
 -2.3501000  0.0565000 -0.0042562 -0.0049183  0.0028517
 -2.3501000  0.0678000 -0.0042999 -0.0069189  0.0036341
 -2.3376000  0.0566000 -0.0053980 -0.0079981  0.0055717
 -2.3252000  0.0567000 -0.0062378 -0.0129686  0.0093296
 -2.3252000  0.0680000 -0.0042548 -0.0163910  0.0091994
 -2.3377000  0.0679000 -0.0046321 -0.0107075  0.0061321
 -2.3127000  0.0569000 -0.0060143 -0.0210439  0.0141401
 -2.3128000  0.0682000 -0.0024898 -0.0248312  0.0124864
 -2.3002000  0.0570000 -0.0033605 -0.0338895  0.0192051
 -2.3003000  0.0684000  0.0014259 -0.0367144  0.0149236
 -2.2877000  0.0572000  0.0030839 -0.0527574  0.0220836
 -2.2752000  0.0574000  0.0132207 -0.0760860  0.0185928
 -2.2753000  0.0689000  0.0161373 -0.0685385  0.0092648
 -2.2878000  0.0687000  0.0078907 -0.0519650  0.0146108
 -2.3129000  0.0795000  0.0004058 -0.0268526  0.0098080
 -2.3005000  0.0798000  0.0045778 -0.0371630  0.0103148
 -2.3008000  0.0910000  0.0063721 -0.0361120  0.0060435
 -2.3131000  0.0907000  0.0024373 -0.0274667  0.0068158
 -2.3254000  0.0905000 -0.0003211 -0.0202265  0.0062353
 -2.3253000  0.0793000 -0.0021252 -0.0188220  0.0080147
 -2.2881000  0.0801000  0.0103483 -0.0491501  0.0082200
 -2.2755000  0.0805000  0.0168908 -0.0610030  0.0023199
 -2.2759000  0.0921000  0.0163784 -0.0539773 -0.0028517
 -2.2884000  0.0915000  0.0112336 -0.0454284  0.0030782
 -2.2628000  0.0808000  0.0226791 -0.0700098 -0.0075167
 -2.2627000  0.0691000  0.0238679 -0.0819975 -0.0021361
 -2.2500000  0.0691000  0.0283583 -0.0872848 -0.0178265
 -2.2500000  0.0809000  0.0261088 -0.0734121 -0.0197887
 -2.2500000  0.0930000  0.0233407 -0.0623174 -0.0214710
 -2.2631000  0.0927000  0.0207506 -0.0600154 -0.0115027
 -2.2626000  0.0575000  0.0238186 -0.0970894  0.0054111
 -2.2500000  0.0575000  0.0298882 -0.1058378 -0.0155733
 -2.2374000  0.0575000  0.0290059 -0.0970616 -0.0365652
 -2.2373000  0.0691000  0.0283966 -0.0819762 -0.0335126
 -2.2248000  0.0573000  0.0235984 -0.0760561 -0.0497051
 -2.2247000  0.0689000  0.0252011 -0.0684904 -0.0448666
 -2.2372000  0.0808000  0.0265541 -0.0699895 -0.0320194
 -2.2245000  0.0805000  0.0246819 -0.0609406 -0.0417740
 -2.2241000  0.0921000  0.0229010 -0.0539036 -0.0398643
 -2.2369000  0.0927000  0.0239447 -0.0599836 -0.0313890
 -2.2119000  0.0801000  0.0220962 -0.0490490 -0.0475599
 -2.2116000  0.0914000  0.0211157 -0.0453154 -0.0456228
 -2.2121000  0.0686000  0.0215469 -0.0519095 -0.0501223
 -2.1997000  0.0684000  0.0196350 -0.0365826 -0.0503563
 -2.1995000  0.0797000  0.0202707 -0.0370339 -0.0495630
 -2.1992000  0.0910000  0.0195674 -0.0359735 -0.0484872
 -2.2123000  0.0572000  0.0186703 -0.0526786 -0.0531430
 -2.1998000  0.0570000  0.0174266 -0.0337833 -0.0502063
 -2.1871000  0.0795000  0.0200259 -0.0267033 -0.0489955
 -2.1872000  0.0682000  0.0203184 -0.0246857 -0.0478534
 -2.1748000  0.0680000  0.0231460 -0.0162505 -0.0445453
 -2.1747000  0.0793000  0.0214339 -0.0186467 -0.0471592
 -2.1746000  0.0905000  0.0194198 -0.0200084 -0.0485928
 -2.1869000  0.0907000  0.0189119 -0.0273043 -0.0492025
 -2.1873000  0.0568000  0.0200238 -0.0209425 -0.0450998
 -2.1748000  0.0567000  0.0250226 -0.0128583 -0.0402748
 -2.1624000  0.0566000  0.0311025 -0.0078738 -0.0364971
 -2.1623000  0.0679000  0.0273494 -0.0105400 -0.0414658
 -2.1499000  0.0565000  0.0374995 -0.0047762 -0.0337554
 -2.1499000  0.0677000  0.0322825 -0.0067319 -0.0389372
